chrom:genomepos	wtdmso	mtdmso
chr1:228097978-mod	12	16
chr1:228097978-unmod	29	37
chr1:228098002-mod	2	1
chr1:228098002-unmod	44	47
chr1:228098408-mod	1	1
chr1:228098408-unmod	60	67
chr1:228098450-mod	5	4
chr1:228098450-unmod	55	65
chr1:228098458-mod	23	27
chr1:228098458-unmod	38	46
chr1:228098542-mod	7	10
chr1:228098542-unmod	62	66
chr1:228098567-mod	1	3
chr1:228098567-unmod	67	72
chr1:228098987-mod	2	2
chr1:228098987-unmod	74	76
chr1:228099066-mod	29	22
chr1:228099066-unmod	54	62
chr1:228146037-mod	2	1
chr1:228146037-unmod	37	36
chr1:228146877-mod	1	4
chr1:228146877-unmod	38	32
chr1:228147437-mod	9	8
chr1:228147437-unmod	29	27
chr1:228147461-mod	3	2
chr1:228147461-unmod	16	17
chr1:228148685-mod	3	3
chr1:228148685-unmod	37	32
chr1:228148736-mod	5	6
chr1:228148736-unmod	34	30
chr1:228148838-mod	3	3
chr1:228148838-unmod	32	34
chr1:228148851-mod	3	4
chr1:228148851-unmod	37	35
chr1:228148903-mod	3	2
chr1:228148903-unmod	23	17
chr1:228148914-mod	3	1
chr1:228148914-unmod	31	30
chr1:228148930-mod	6	6
chr1:228148930-unmod	28	28
chr1:228487847-mod	1	1
chr1:228487847-unmod	10	12
chr1:228494092-mod	8	4
chr1:228494092-unmod	18	10
chr1:228494100-mod	6	8
chr1:228494100-unmod	25	12
chr1:228494225-mod	10	5
chr1:228494225-unmod	19	15
chr1:228494353-mod	10	12
chr1:228494353-unmod	24	19
chr1:228494381-mod	5	2
chr1:228494381-unmod	33	31
chr1:228494807-mod	1	1
chr1:228494807-unmod	39	32
chr1:235113790-mod	3	3
chr1:235113790-unmod	27	45
chr1:235119891-mod	2	5
chr1:235119891-unmod	24	36
chr1:235128608-mod	2	5
chr1:235128608-unmod	24	36
chr1:235128623-mod	5	4
chr1:235128623-unmod	24	41
chr1:23692630-mod	13	13
chr1:23692630-unmod	334	300
chr1:23692643-mod	83	76
chr1:23692643-unmod	282	252
chr1:23692658-mod	7	8
chr1:23692658-unmod	372	320
chr1:23692693-mod	5	3
chr1:23692693-unmod	335	315
chr1:23692697-mod	2	2
chr1:23692697-unmod	332	300
chr1:23694684-mod	1	2
chr1:23694684-unmod	394	357
chr1:23694705-mod	16	19
chr1:23694705-unmod	371	332
chr1:23694727-mod	27	27
chr1:23694727-unmod	382	345
chr1:23694753-mod	22	22
chr1:23694753-unmod	359	328
chr1:23694780-mod	18	18
chr1:23694780-unmod	383	343
chr1:23695842-mod	20	19
chr1:23695842-unmod	377	347
chr1:23695862-mod	15	11
chr1:23695862-unmod	384	348
chr1:23795884-mod	2	3
chr1:23795884-unmod	8	10
chr1:26280788-mod	7	5
chr1:26280788-unmod	168	152
chr1:26280831-mod	3	1
chr1:26280831-unmod	175	147
chr1:26280843-mod	9	12
chr1:26280843-unmod	163	133
chr1:26280918-mod	12	12
chr1:26280918-unmod	158	125
chr1:26281058-mod	10	11
chr1:26281058-unmod	191	156
chr1:26281086-mod	16	5
chr1:26281086-unmod	196	171
chr1:26281091-mod	6	4
chr1:26281091-unmod	211	173
chr1:26281152-mod	13	15
chr1:26281152-unmod	195	159
chr1:26281196-mod	23	27
chr1:26281196-unmod	188	149
chr1:26281204-mod	12	9
chr1:26281204-unmod	184	146
chr1:26281483-mod	7	9
chr1:26281483-unmod	200	169
chr1:26472540-mod	5	10
chr1:26472540-unmod	60	53
chr1:26473701-mod	6	2
chr1:26473701-unmod	70	70
chr1:26475167-mod	2	3
chr1:26475167-unmod	86	77
chr1:26475184-mod	34	25
chr1:26475184-unmod	48	49
chr1:26475286-mod	16	9
chr1:26475286-unmod	72	72
chr1:26475364-mod	1	1
chr1:26475364-unmod	87	77
chr1:26475390-mod	3	4
chr1:26475390-unmod	90	86
chr1:26475425-mod	13	7
chr1:26475425-unmod	77	87
chr1:26475523-mod	3	3
chr1:26475523-unmod	67	66
chr1:26475528-mod	4	6
chr1:26475528-unmod	97	92
chr1:26475544-mod	2	3
chr1:26475544-unmod	83	84
chr1:26475561-mod	2	8
chr1:26475561-unmod	86	73
chr1:26475600-mod	24	23
chr1:26475600-unmod	72	77
chr1:26475775-mod	4	2
chr1:26475775-unmod	99	110
chr1:26475804-mod	3	1
chr1:26475804-unmod	96	89
chr1:26863479-mod	1	5
chr1:26863479-unmod	42	53
chr1:26863522-mod	4	2
chr1:26863522-unmod	47	33
chr1:26863588-mod	2	2
chr1:26863588-unmod	55	58
chr1:26863645-mod	3	8
chr1:26863645-unmod	45	42
chr1:26863678-mod	7	8
chr1:26863678-unmod	39	38
chr1:26863735-mod	26	33
chr1:26863735-unmod	38	31
chr1:26863843-mod	10	19
chr1:26863843-unmod	57	43
chr1:26863855-mod	3	8
chr1:26863855-unmod	59	64
chr1:26863893-mod	2	1
chr1:26863893-unmod	69	70
chr1:26864089-mod	50	38
chr1:26864089-unmod	21	24
chr1:26864211-mod	7	7
chr1:26864211-unmod	73	58
chr1:26864302-mod	18	23
chr1:26864302-unmod	66	60
chr1:26864307-mod	35	31
chr1:26864307-unmod	38	34
chr1:26864418-mod	11	8
chr1:26864418-unmod	68	67
chr1:26864450-mod	13	8
chr1:26864450-unmod	23	20
chr1:28237872-mod	1	3
chr1:28237872-unmod	11	7
chr1:31424848-mod	6	6
chr1:31424848-unmod	59	89
chr1:31425859-mod	5	20
chr1:31425859-unmod	67	79
chr1:31429397-mod	11	16
chr1:31429397-unmod	60	83
chr1:31432995-mod	29	46
chr1:31432995-unmod	54	81
chr1:31434097-mod	2	7
chr1:31434097-unmod	91	121
chr1:31434154-mod	6	7
chr1:31434154-unmod	71	111
chr1:31434258-mod	28	36
chr1:31434258-unmod	46	62
chr1:31434326-mod	9	17
chr1:31434326-unmod	87	108
chr1:31434536-mod	18	19
chr1:31434536-unmod	91	133
chr1:31434600-mod	11	14
chr1:31434600-unmod	93	139
chr1:31434618-mod	24	43
chr1:31434618-unmod	74	106
chr1:31434644-mod	1	4
chr1:31434644-unmod	99	144
chr1:31434658-mod	1	2
chr1:31434658-unmod	62	72
chr1:31587163-mod	7	15
chr1:31587163-unmod	6	28
chr1:31587261-mod	3	8
chr1:31587261-unmod	10	30
chr1:31587454-mod	1	2
chr1:31587454-unmod	11	40
chr1:32222601-mod	1	1
chr1:32222601-unmod	43	37
chr1:32222625-mod	4	7
chr1:32222625-unmod	39	35
chr1:32224118-mod	2	5
chr1:32224118-unmod	49	36
chr1:32224412-mod	2	3
chr1:32224412-unmod	44	39
chr1:32224463-mod	11	14
chr1:32224463-unmod	36	29
chr1:32226193-mod	3	2
chr1:32226193-unmod	47	47
chr1:32226224-mod	1	2
chr1:32226224-unmod	54	50
chr1:32226438-mod	2	2
chr1:32226438-unmod	54	46
chr1:32226466-mod	3	2
chr1:32226466-unmod	53	50
chr1:32228565-mod	2	1
chr1:32228565-unmod	51	56
chr1:32228570-mod	3	1
chr1:32228570-unmod	49	52
chr1:32228582-mod	7	1
chr1:32228582-unmod	48	58
chr1:32228595-mod	3	7
chr1:32228595-unmod	47	46
chr1:32228733-mod	8	5
chr1:32228733-unmod	45	46
chr1:32228749-mod	9	10
chr1:32228749-unmod	46	47
chr1:32228768-mod	1	2
chr1:32228768-unmod	40	49
chr1:32231300-mod	2	3
chr1:32231300-unmod	44	49
chr1:32231411-mod	7	11
chr1:32231411-unmod	43	41
chr1:32231481-mod	3	3
chr1:32231481-unmod	58	60
chr1:32231556-mod	17	21
chr1:32231556-unmod	45	44
chr1:32774539-mod	4	2
chr1:32774539-unmod	7	8
chr1:32774605-mod	2	2
chr1:32774605-unmod	21	10
chr1:32774647-mod	5	3
chr1:32774647-unmod	7	9
chr1:32775552-mod	2	3
chr1:32775552-unmod	12	10
chr1:32775585-mod	5	2
chr1:32775585-unmod	8	12
chr1:32775695-mod	3	3
chr1:32775695-unmod	25	11
chr1:32775846-mod	2	2
chr1:32775846-unmod	13	8
chr1:32775865-mod	18	11
chr1:32775865-unmod	8	1
chr1:32775990-mod	2	1
chr1:32775990-unmod	21	10
chr1:34785285-mod	8	7
chr1:34785285-unmod	2	3
chr1:34785522-mod	1	1
chr1:34785522-unmod	10	10
chr1:34785574-mod	2	3
chr1:34785574-unmod	10	7
chr1:34785728-mod	2	8
chr1:34785728-unmod	11	3
chr1:34785791-mod	3	5
chr1:34785791-unmod	11	6
chr1:34785916-mod	3	1
chr1:34785916-unmod	15	12
chr1:34786121-mod	4	2
chr1:34786121-unmod	31	13
chr1:34786126-mod	1	3
chr1:34786126-unmod	17	12
chr1:34786293-mod	11	5
chr1:34786293-unmod	20	9
chr1:34786316-mod	2	3
chr1:34786316-unmod	13	11
chr1:35603235-mod	2	3
chr1:35603235-unmod	18	10
chr1:35605256-mod	6	4
chr1:35605256-unmod	15	9
chr1:35609278-mod	1	1
chr1:35609278-unmod	9	10
chr1:35609391-mod	7	1
chr1:35609391-unmod	14	10
chr1:35631289-mod	1	1
chr1:35631289-unmod	9	10
chr1:37809096-mod	2	1
chr1:37809096-unmod	15	13
chr1:37809127-mod	14	11
chr1:37809127-unmod	4	13
chr1:37809134-mod	6	1
chr1:37809134-unmod	12	22
chr1:39028778-mod	1	1
chr1:39028778-unmod	29	58
chr1:39028795-mod	7	20
chr1:39028795-unmod	23	40
chr1:39034496-mod	5	17
chr1:39034496-unmod	26	39
chr1:39560918-mod	3	1
chr1:39560918-unmod	37	19
chr1:39562373-mod	2	1
chr1:39562373-unmod	30	14
chr1:39563719-mod	1	2
chr1:39563719-unmod	27	13
chr1:39563856-mod	4	1
chr1:39563856-unmod	25	15
chr1:39563891-mod	2	4
chr1:39563891-unmod	23	10
chr1:42682716-mod	1	1
chr1:42682716-unmod	56	43
chr1:42683419-mod	2	2
chr1:42683419-unmod	68	53
chr1:42693494-mod	4	3
chr1:42693494-unmod	69	53
chr1:42696198-mod	6	5
chr1:42696198-unmod	60	43
chr1:42696255-mod	2	4
chr1:42696255-unmod	87	62
chr1:42697186-mod	1	2
chr1:42697186-unmod	113	78
chr1:42700798-mod	1	3
chr1:42700798-unmod	115	76
chr1:42700850-mod	1	1
chr1:42700850-unmod	127	91
chr1:42700920-mod	4	1
chr1:42700920-unmod	133	96
chr1:42702029-mod	23	7
chr1:42702029-unmod	134	94
chr1:42702091-mod	39	19
chr1:42702091-unmod	130	85
chr1:42702255-mod	12	5
chr1:42702255-unmod	155	99
chr1:42926182-mod	1	1
chr1:42926182-unmod	57	40
chr1:42926229-mod	5	6
chr1:42926229-unmod	42	38
chr1:42926252-mod	4	3
chr1:42926252-unmod	79	56
chr1:42926320-mod	4	4
chr1:42926320-unmod	86	65
chr1:42926618-mod	32	28
chr1:42926618-unmod	45	34
chr1:42926625-mod	37	36
chr1:42926625-unmod	43	18
chr1:42926638-mod	27	23
chr1:42926638-unmod	28	19
chr1:42926653-mod	19	16
chr1:42926653-unmod	48	36
chr1:42926691-mod	10	11
chr1:42926691-unmod	68	50
chr1:42926707-mod	7	5
chr1:42926707-unmod	64	54
chr1:42926825-mod	6	7
chr1:42926825-unmod	49	44
chr1:42926847-mod	36	25
chr1:42926847-unmod	31	23
chr1:42926880-mod	45	26
chr1:42926880-unmod	6	3
chr1:42926951-mod	1	1
chr1:42926951-unmod	50	33
chr1:42926964-mod	43	36
chr1:42926964-unmod	22	13
chr1:42927087-mod	1	2
chr1:42927087-unmod	59	49
chr1:42927092-mod	7	4
chr1:42927092-unmod	63	46
chr1:42927144-mod	1	1
chr1:42927144-unmod	49	36
chr1:42927156-mod	2	1
chr1:42927156-unmod	66	47
chr1:42927645-mod	1	1
chr1:42927645-unmod	56	48
chr1:42927703-mod	8	16
chr1:42927703-unmod	52	35
chr1:42928951-mod	1	2
chr1:42928951-unmod	53	46
chr1:42929002-mod	3	2
chr1:42929002-unmod	49	43
chr1:42929740-mod	6	3
chr1:42929740-unmod	35	41
chr1:42929747-mod	1	4
chr1:42929747-unmod	46	36
chr1:42929886-mod	3	3
chr1:42929886-unmod	43	40
chr1:42930000-mod	5	2
chr1:42930000-unmod	38	39
chr1:42930021-mod	2	1
chr1:42930021-unmod	41	41
chr1:42930799-mod	1	5
chr1:42930799-unmod	37	26
chr1:42930842-mod	10	5
chr1:42930842-unmod	28	27
chr1:42931181-mod	1	1
chr1:42931181-unmod	36	28
chr1:43622052-mod	1	2
chr1:43622052-unmod	9	10
chr1:43622179-mod	4	1
chr1:43622179-unmod	6	11
chr1:43622503-mod	3	1
chr1:43622503-unmod	9	11
chr1:43622508-mod	1	1
chr1:43622508-unmod	12	12
chr1:43622778-mod	1	1
chr1:43622778-unmod	12	13
chr1:43623300-mod	2	1
chr1:43623300-unmod	28	23
chr1:43623308-mod	10	14
chr1:43623308-unmod	17	17
chr1:43976812-mod	1	2
chr1:43976812-unmod	12	29
chr1:43978002-mod	1	1
chr1:43978002-unmod	11	34
chr1:43978203-mod	2	6
chr1:43978203-unmod	11	27
chr1:44776045-mod	9	11
chr1:44776045-unmod	283	279
chr1:44777684-mod	3	4
chr1:44777684-unmod	375	367
chr1:44777999-mod	52	38
chr1:44777999-unmod	355	353
chr1:44778597-mod	10	8
chr1:44778597-unmod	337	327
chr1:45511237-mod	2	4
chr1:45511237-unmod	33	72
chr1:45511244-mod	1	1
chr1:45511244-unmod	37	73
chr1:45511282-mod	1	3
chr1:45511282-unmod	51	99
chr1:45514583-mod	7	6
chr1:45514583-unmod	32	64
chr1:45514967-mod	4	4
chr1:45514967-unmod	41	77
chr1:45515773-mod	3	12
chr1:45515773-unmod	25	56
chr1:45518945-mod	10	22
chr1:45518945-unmod	27	54
chr1:45521831-mod	2	5
chr1:45521831-unmod	35	68
chr1:46279499-mod	2	2
chr1:46279499-unmod	20	9
chr1:46280267-mod	1	1
chr1:46280267-unmod	9	9
chr1:46303711-mod	3	3
chr1:46303711-unmod	16	7
chr1:46303753-mod	27	10
chr1:46303753-unmod	33	31
chr1:46303771-mod	26	19
chr1:46303771-unmod	24	18
chr1:46310290-mod	4	1
chr1:46310290-unmod	66	48
chr1:46316592-mod	7	8
chr1:46316592-unmod	54	37
chr1:46316677-mod	15	4
chr1:46316677-unmod	51	42
chr1:46316694-mod	1	2
chr1:46316694-unmod	65	44
chr1:52020302-mod	3	3
chr1:52020302-unmod	11	12
chr1:52020319-mod	7	8
chr1:52020319-unmod	6	7
chr1:52020668-mod	1	1
chr1:52020668-unmod	9	13
chr1:52020729-mod	3	1
chr1:52020729-unmod	7	13
chr1:52024567-mod	2	2
chr1:52024567-unmod	8	11
chr1:54032266-mod	1	1
chr1:54032266-unmod	11	12
chr1:54032285-mod	1	1
chr1:54032285-unmod	11	10
chr1:54036715-mod	1	1
chr1:54036715-unmod	9	13
chr1:54043416-mod	1	3
chr1:54043416-unmod	10	9
chr1:54043448-mod	1	3
chr1:54043448-unmod	9	9
chr1:54045706-mod	4	7
chr1:54045706-unmod	7	5
chr1:54047287-mod	4	3
chr1:54047287-unmod	9	15
chr1:54053121-mod	1	1
chr1:54053121-unmod	10	11
chr1:54850167-mod	1	1
chr1:54850167-unmod	11	15
chr1:54850322-mod	3	6
chr1:54850322-unmod	7	12
chr1:58575461-mod	1	1
chr1:58575461-unmod	14	32
chr1:58575581-mod	2	4
chr1:58575581-unmod	14	35
chr1:58575594-mod	3	11
chr1:58575594-unmod	14	23
chr1:58575598-mod	9	24
chr1:58575598-unmod	6	8
chr1:58575668-mod	1	8
chr1:58575668-unmod	15	24
chr1:58575713-mod	2	4
chr1:58575713-unmod	18	35
chr1:58575847-mod	3	7
chr1:58575847-unmod	15	25
chr1:58575871-mod	3	5
chr1:58575871-unmod	15	25
chr1:58575931-mod	6	10
chr1:58575931-unmod	10	16
chr1:6186246-mod	2	1
chr1:6186246-unmod	30	17
chr1:6186356-mod	9	7
chr1:6186356-unmod	25	11
chr1:6186379-mod	5	5
chr1:6186379-unmod	28	14
chr1:6186435-mod	16	5
chr1:6186435-unmod	19	12
chr1:6186445-mod	1	4
chr1:6186445-unmod	34	13
chr1:6186511-mod	1	1
chr1:6186511-unmod	31	15
chr1:6186516-mod	3	3
chr1:6186516-unmod	32	17
chr1:6186576-mod	3	2
chr1:6186576-unmod	27	18
chr1:6186620-mod	8	1
chr1:6186620-unmod	70	65
chr1:6186628-mod	2	1
chr1:6186628-unmod	126	107
chr1:6186765-mod	54	52
chr1:6186765-unmod	101	64
chr1:6192954-mod	10	6
chr1:6192954-unmod	153	121
chr1:6192987-mod	5	2
chr1:6192987-unmod	156	126
chr1:6193007-mod	50	42
chr1:6193007-unmod	96	77
chr1:6318571-mod	4	10
chr1:6318571-unmod	9	10
chr1:6327324-mod	1	1
chr1:6327324-unmod	10	19
chr1:6333553-mod	2	1
chr1:6333553-unmod	10	17
chr1:6339443-mod	1	1
chr1:6339443-unmod	11	17
chr1:6349816-mod	2	3
chr1:6349816-unmod	8	14
chr1:63638796-mod	2	2
chr1:63638796-unmod	8	19
chr1:63648522-mod	3	5
chr1:63648522-unmod	8	17
chr1:63648544-mod	3	4
chr1:63648544-unmod	7	18
chr1:63651718-mod	3	1
chr1:63651718-unmod	18	21
chr1:63654458-mod	1	4
chr1:63654458-unmod	21	20
chr1:63659783-mod	11	10
chr1:63659783-unmod	10	13
chr1:63659867-mod	12	11
chr1:63659867-unmod	11	9
chr1:68391605-mod	5	7
chr1:68391605-unmod	48	16
chr1:68391638-mod	6	3
chr1:68391638-unmod	50	21
chr1:68391682-mod	5	3
chr1:68391682-unmod	52	21
chr1:68391689-mod	1	3
chr1:68391689-unmod	55	19
chr1:68391726-mod	7	4
chr1:68391726-unmod	51	21
chr1:68391792-mod	3	4
chr1:68391792-unmod	54	19
chr1:68391829-mod	10	4
chr1:68391829-unmod	48	16
chr1:68391891-mod	5	3
chr1:68391891-unmod	50	17
chr1:68391904-mod	8	2
chr1:68391904-unmod	40	15
chr1:7985062-mod	13	9
chr1:7985062-unmod	12	17
chr1:84501903-mod	4	3
chr1:84501903-unmod	46	37
chr1:84506025-mod	8	10
chr1:84506025-unmod	40	34
chr1:8861011-mod	5	13
chr1:8861011-unmod	56	70
chr1:8861206-mod	52	85
chr1:8861206-unmod	225	276
chr1:8861315-mod	1	3
chr1:8861315-unmod	270	348
chr1:8861375-mod	4	1
chr1:8861375-unmod	271	363
chr1:8861384-mod	40	74
chr1:8861384-unmod	266	317
chr1:8863262-mod	29	22
chr1:8863262-unmod	225	316
chr1:8863284-mod	3	7
chr1:8863284-unmod	244	335
chr1:8863906-mod	7	12
chr1:8863906-unmod	238	341
chr1:8863990-mod	9	20
chr1:8863990-unmod	219	311
chr1:8864058-mod	10	10
chr1:8864058-unmod	221	332
chr1:8864067-mod	8	6
chr1:8864067-unmod	231	351
chr1:8865292-mod	10	28
chr1:8865292-unmod	190	264
chr1:8865316-mod	9	13
chr1:8865316-unmod	207	291
chr1:8865328-mod	32	24
chr1:8865328-unmod	144	229
chr1:8865352-mod	16	22
chr1:8865352-unmod	212	293
chr1:8865370-mod	10	19
chr1:8865370-unmod	202	279
chr1:8865376-mod	4	12
chr1:8865376-unmod	207	299
chr1:8865464-mod	4	17
chr1:8865464-unmod	196	266
chr1:8866415-mod	1	2
chr1:8866415-unmod	197	262
chr1:8867153-mod	17	23
chr1:8867153-unmod	164	212
chr1:8867999-mod	3	2
chr1:8867999-unmod	154	206
chr1:8868021-mod	9	9
chr1:8868021-unmod	168	238
chr1:8868025-mod	1	1
chr1:8868025-unmod	162	221
chr1:8868039-mod	7	7
chr1:8868039-unmod	173	235
chr1:8868054-mod	12	5
chr1:8868054-unmod	152	226
chr1:8870477-mod	4	2
chr1:8870477-unmod	164	227
chr1:8871908-mod	8	9
chr1:8871908-unmod	163	228
chr1:8871919-mod	6	4
chr1:8871919-unmod	147	220
chr1:8874870-mod	12	12
chr1:8874870-unmod	149	222
chr1:8878591-mod	1	2
chr1:8878591-unmod	137	175
chr1:92833552-mod	14	15
chr1:92833552-unmod	171	176
chr1:92833636-mod	18	9
chr1:92833636-unmod	171	187
chr1:92834834-mod	87	95
chr1:92834834-unmod	99	100
chr1:92834865-mod	2	2
chr1:92834865-unmod	179	185
chr1:92836240-mod	30	32
chr1:92836240-unmod	166	162
chr1:92836321-mod	37	35
chr1:92836321-unmod	161	176
chr1:92837613-mod	12	3
chr1:92837613-unmod	206	214
chr1:92837621-mod	2	6
chr1:92837621-unmod	225	227
chr1:92841770-mod	21	20
chr1:92841770-unmod	197	203
chr1:92841906-mod	6	2
chr1:92841906-unmod	161	176
chr1:92841914-mod	54	43
chr1:92841914-unmod	100	120
chr1:93562019-mod	1	1
chr1:93562019-unmod	9	11
chr1:93562225-mod	1	1
chr1:93562225-unmod	10	12
chr1:93562237-mod	1	1
chr1:93562237-unmod	12	11
chr1:93562293-mod	3	1
chr1:93562293-unmod	9	12
chr1:93562380-mod	1	1
chr1:93562380-unmod	9	9
chr1:93567398-mod	1	1
chr1:93567398-unmod	10	9
chr1:9729217-mod	5	5
chr1:9729217-unmod	30	27
chr1:9729233-mod	5	3
chr1:9729233-unmod	29	18
chr1:9729457-mod	1	1
chr1:9729457-unmod	28	29
chr1:9729583-mod	3	5
chr1:9729583-unmod	26	28
chr1:9729784-mod	5	15
chr1:9729784-unmod	12	16
chr1:9729959-mod	6	20
chr1:9729959-unmod	9	9
chr1:9730021-mod	10	9
chr1:9730021-unmod	15	23
chr1:9730025-mod	6	4
chr1:9730025-unmod	20	18
chr1:9730354-mod	3	9
chr1:9730354-unmod	8	9
chr1:9730469-mod	2	8
chr1:9730469-unmod	9	7
chr20:1118655-mod	2	1
chr20:1118655-unmod	11	11
chr20:1118666-mod	1	2
chr20:1118666-unmod	15	12
chr20:1118897-mod	1	1
chr20:1118897-unmod	17	15
chr20:1125523-mod	5	5
chr20:1125523-unmod	12	11
chr20:1127462-mod	5	2
chr20:1127462-unmod	15	15
chr20:1127498-mod	1	2
chr20:1127498-unmod	18	14
chr20:1135121-mod	2	4
chr20:1135121-unmod	17	13
chr20:1135254-mod	2	6
chr20:1135254-unmod	17	9
chr20:1164400-mod	8	2
chr20:1164400-unmod	13	15
chr20:1164462-mod	3	3
chr20:1164462-unmod	14	11
chr20:1165028-mod	1	3
chr20:1165028-unmod	14	11
chr20:1165411-mod	1	1
chr20:1165411-unmod	11	15
chr20:1165442-mod	2	1
chr20:1165442-unmod	15	16
chr20:1369226-mod	2	2
chr20:1369226-unmod	63	70
chr20:1369258-mod	1	4
chr20:1369258-unmod	53	65
chr20:1369297-mod	4	5
chr20:1369297-unmod	58	92
chr20:1369332-mod	8	13
chr20:1369332-unmod	62	88
chr20:1369358-mod	6	6
chr20:1369358-unmod	41	62
chr20:1369416-mod	3	9
chr20:1369416-unmod	67	93
chr20:1369610-mod	9	14
chr20:1369610-unmod	37	65
chr20:1369888-mod	2	2
chr20:1369888-unmod	44	90
chr20:1369971-mod	10	15
chr20:1369971-unmod	33	70
chr20:1372212-mod	6	10
chr20:1372212-unmod	40	78
chr20:1372216-mod	2	2
chr20:1372216-unmod	42	72
chr20:1375557-mod	1	1
chr20:1375557-unmod	39	89
chr20:1375563-mod	1	1
chr20:1375563-unmod	27	53
chr20:17600783-mod	1	1
chr20:17600783-unmod	82	78
chr20:17600926-mod	19	12
chr20:17600926-unmod	71	74
chr20:17604563-mod	27	27
chr20:17604563-unmod	73	67
chr20:17607064-mod	2	2
chr20:17607064-unmod	70	66
chr20:17607271-mod	1	3
chr20:17607271-unmod	82	78
chr20:17607293-mod	2	2
chr20:17607293-unmod	49	54
chr20:17607788-mod	3	2
chr20:17607788-unmod	58	58
chr20:17607927-mod	5	3
chr20:17607927-unmod	58	57
chr20:17608189-mod	5	7
chr20:17608189-unmod	20	16
chr20:18569275-mod	6	5
chr20:18569275-unmod	16	11
chr20:18569378-mod	15	6
chr20:18569378-unmod	7	8
chr20:18569404-mod	4	2
chr20:18569404-unmod	18	12
chr20:18569431-mod	11	4
chr20:18569431-unmod	9	9
chr20:23633786-mod	4	4
chr20:23633786-unmod	59	71
chr20:23633841-mod	32	42
chr20:23633841-unmod	36	42
chr20:23633947-mod	1	2
chr20:23633947-unmod	68	77
chr20:23635272-mod	2	6
chr20:23635272-unmod	68	73
chr20:23635290-mod	1	1
chr20:23635290-unmod	62	85
chr20:23635321-mod	3	5
chr20:23635321-unmod	77	91
chr20:23635350-mod	7	12
chr20:23635350-unmod	71	83
chr20:23637701-mod	24	16
chr20:23637701-unmod	54	73
chr20:2461646-mod	5	3
chr20:2461646-unmod	28	29
chr20:2461673-mod	3	6
chr20:2461673-unmod	75	73
chr20:2461754-mod	15	7
chr20:2461754-unmod	67	69
chr20:2462689-mod	6	4
chr20:2462689-unmod	80	83
chr20:2463220-mod	5	3
chr20:2463220-unmod	73	75
chr20:2463788-mod	12	7
chr20:2463788-unmod	67	72
chr20:2465722-mod	8	6
chr20:2465722-unmod	73	69
chr20:2465810-mod	17	12
chr20:2465810-unmod	63	60
chr20:2467630-mod	30	17
chr20:2467630-unmod	50	56
chr20:2467657-mod	1	1
chr20:2467657-unmod	70	64
chr20:2470698-mod	2	2
chr20:2470698-unmod	68	68
chr20:24963060-mod	13	9
chr20:24963060-unmod	27	11
chr20:24963134-mod	4	1
chr20:24963134-unmod	28	16
chr20:24963206-mod	9	6
chr20:24963206-unmod	34	14
chr20:24963226-mod	2	1
chr20:24963226-unmod	29	16
chr20:24963288-mod	21	8
chr20:24963288-unmod	21	12
chr20:24963543-mod	2	2
chr20:24963543-unmod	29	15
chr20:24963585-mod	3	4
chr20:24963585-unmod	24	12
chr20:24963833-mod	1	2
chr20:24963833-unmod	26	11
chr20:24963884-mod	4	2
chr20:24963884-unmod	30	15
chr20:24963965-mod	12	7
chr20:24963965-unmod	18	10
chr20:24969033-mod	1	1
chr20:24969033-unmod	27	13
chr20:24970322-mod	2	2
chr20:24970322-unmod	26	12
chr20:24973719-mod	1	1
chr20:24973719-unmod	13	11
chr20:25292603-mod	4	2
chr20:25292603-unmod	10	8
chr20:25294270-mod	1	1
chr20:25294270-unmod	17	14
chr20:25296370-mod	4	3
chr20:25296370-unmod	26	12
chr20:25296403-mod	4	1
chr20:25296403-unmod	31	15
chr20:25296433-mod	3	1
chr20:25296433-unmod	28	13
chr20:25296438-mod	1	1
chr20:25296438-unmod	19	9
chr20:25296517-mod	15	6
chr20:25296517-unmod	18	10
chr20:25296542-mod	1	1
chr20:25296542-unmod	29	15
chr20:25296568-mod	9	5
chr20:25296568-unmod	22	10
chr20:25296834-mod	4	3
chr20:25296834-unmod	34	16
chr20:25297173-mod	7	5
chr20:25297173-unmod	35	14
chr20:25297193-mod	2	1
chr20:25297193-unmod	45	21
chr20:25297254-mod	3	2
chr20:25297254-unmod	25	14
chr20:25297295-mod	1	2
chr20:25297295-unmod	44	17
chr20:25297313-mod	2	1
chr20:25297313-unmod	42	20
chr20:25297425-mod	3	3
chr20:25297425-unmod	39	16
chr20:25297527-mod	8	6
chr20:25297527-unmod	35	26
chr20:25297545-mod	2	5
chr20:25297545-unmod	43	24
chr20:25297566-mod	3	3
chr20:25297566-unmod	36	16
chr20:25297668-mod	4	6
chr20:25297668-unmod	46	30
chr20:25297936-mod	7	5
chr20:25297936-unmod	26	28
chr20:31605643-mod	14	7
chr20:31605643-unmod	95	58
chr20:31605697-mod	4	4
chr20:31605697-unmod	104	62
chr20:31605715-mod	20	8
chr20:31605715-unmod	92	60
chr20:31605735-mod	43	22
chr20:31605735-unmod	59	38
chr20:31606110-mod	16	12
chr20:31606110-unmod	99	56
chr20:31606118-mod	2	1
chr20:31606118-unmod	108	60
chr20:31606197-mod	3	2
chr20:31606197-unmod	117	69
chr20:31606228-mod	12	3
chr20:31606228-unmod	112	68
chr20:31606308-mod	55	20
