chrom:genomepos	wtdmso	wtcsc
chr1:203865059-unmod	18	19
chr1:203870003-mod	2	3
chr1:203870003-unmod	20	14
chr1:20652868-mod	1	1
chr1:20652868-unmod	12	28
chr1:20653633-mod	6	5
chr1:20653633-unmod	22	27
chr1:20653664-mod	3	7
chr1:20653664-unmod	19	19
chr1:20653763-mod	1	1
chr1:20653763-unmod	29	37
chr1:20654315-mod	2	4
chr1:20654315-unmod	22	26
chr1:20654348-mod	3	3
chr1:20654348-unmod	18	13
chr1:20655505-mod	10	5
chr1:20655505-unmod	11	23
chr1:209428854-mod	7	5
chr1:209428854-unmod	44	29
chr1:209428937-mod	1	1
chr1:209428937-unmod	64	56
chr1:209429155-mod	4	9
chr1:209429155-unmod	7	8
chr1:209429217-mod	19	25
chr1:209429217-unmod	66	40
chr1:209429336-mod	22	14
chr1:209429336-unmod	51	45
chr1:209429389-mod	41	41
chr1:209429389-unmod	48	32
chr1:209430424-mod	5	7
chr1:209430424-unmod	56	44
chr1:209431747-mod	4	7
chr1:209431747-unmod	75	60
chr1:209431786-mod	8	5
chr1:209431786-unmod	75	64
chr1:209431808-mod	2	4
chr1:209431808-unmod	88	68
chr1:209432337-mod	3	2
chr1:209432337-unmod	87	68
chr1:209432343-mod	27	21
chr1:209432343-unmod	63	50
chr1:209432357-mod	20	12
chr1:209432357-unmod	52	47
chr1:209432460-mod	11	14
chr1:209432460-unmod	64	50
chr1:209432513-mod	4	4
chr1:209432513-unmod	88	62
chr1:209614946-mod	76	290
chr1:209614946-unmod	431	853
chr1:209614959-mod	65	159
chr1:209614959-unmod	470	1000
chr1:209615037-mod	23	42
chr1:209615037-unmod	551	1237
chr1:209615069-mod	20	36
chr1:209615069-unmod	491	1095
chr1:209615073-mod	7	16
chr1:209615073-unmod	544	1233
chr1:209615086-mod	229	575
chr1:209615086-unmod	171	332
chr1:209615148-mod	43	135
chr1:209615148-unmod	447	959
chr1:209615177-mod	139	312
chr1:209615177-unmod	420	945
chr1:209615313-mod	9	43
chr1:209615313-unmod	508	1158
chr1:209615342-mod	202	570
chr1:209615342-unmod	224	463
chr1:209615347-mod	2	12
chr1:209615347-unmod	482	1065
chr1:209615352-mod	8	41
chr1:209615352-unmod	405	878
chr1:209615406-mod	1	1
chr1:209615406-unmod	497	1112
chr1:209616481-mod	4	10
chr1:209616481-unmod	458	999
chr1:209616497-mod	2	5
chr1:209616497-unmod	436	1042
chr1:209616524-mod	5	28
chr1:209616524-unmod	429	1038
chr1:209616583-mod	22	64
chr1:209616583-unmod	353	854
chr1:209617516-mod	6	24
chr1:209617516-unmod	199	642
chr1:209617524-mod	11	48
chr1:209617524-unmod	183	604
chr1:209617540-mod	19	68
chr1:209617540-unmod	157	504
chr1:209617549-mod	11	61
chr1:209617549-unmod	162	510
chr1:209617919-mod	7	21
chr1:209617919-unmod	138	485
chr1:209617961-mod	19	44
chr1:209617961-unmod	134	505
chr1:209617986-mod	10	74
chr1:209617986-unmod	147	456
chr1:209618000-mod	21	94
chr1:209618000-unmod	128	444
chr1:209618496-mod	4	29
chr1:209618496-unmod	125	469
chr1:209618506-mod	3	15
chr1:209618506-unmod	137	490
chr1:209618523-mod	3	37
chr1:209618523-unmod	132	472
chr1:209618589-mod	2	8
chr1:209618589-unmod	119	439
chr1:209618658-mod	3	21
chr1:209618658-unmod	118	420
chr1:209622538-mod	1	2
chr1:209622538-unmod	112	418
chr1:209622546-mod	3	33
chr1:209622546-unmod	95	328
chr1:209622992-mod	3	30
chr1:209622992-unmod	89	305
chr1:209623521-mod	6	26
chr1:209623521-unmod	90	292
chr1:209623526-mod	10	48
chr1:209623526-unmod	49	217
chr1:209623631-mod	13	55
chr1:209623631-unmod	85	307
chr1:209623643-mod	4	12
chr1:209623643-unmod	83	295
chr1:209623934-mod	2	7
chr1:209623934-unmod	82	315
chr1:209623995-mod	19	93
chr1:209623995-unmod	71	258
chr1:209625773-mod	9	38
chr1:209625773-unmod	74	291
chr1:209625820-mod	5	24
chr1:209625820-unmod	68	296
chr1:209625851-mod	3	53
chr1:209625851-unmod	54	197
chr1:209625929-mod	3	11
chr1:209625929-unmod	67	300
chr1:209625945-mod	1	16
chr1:209625945-unmod	56	235
chr1:209626002-mod	3	18
chr1:209626002-unmod	64	257
chr1:209626019-mod	21	115
chr1:209626019-unmod	45	187
chr1:209626896-mod	11	63
chr1:209626896-unmod	49	223
chr1:209626901-mod	2	11
chr1:209626901-unmod	53	245
chr1:209627430-mod	13	65
chr1:209627430-unmod	47	232
chr1:209627479-mod	3	23
chr1:209627479-unmod	59	265
chr1:209627545-mod	2	10
chr1:209627545-unmod	52	254
chr1:209627572-mod	6	66
chr1:209627572-unmod	51	213
chr1:209628065-mod	4	31
chr1:209628065-unmod	52	242
chr1:209628090-mod	5	14
chr1:209628090-unmod	56	246
chr1:209628136-mod	6	25
chr1:209628136-unmod	49	222
chr1:209628144-mod	8	34
chr1:209628144-unmod	52	241
chr1:209629745-mod	2	21
chr1:209629745-unmod	54	224
chr1:209629774-mod	11	36
chr1:209629774-unmod	37	201
chr1:209629807-mod	19	82
chr1:209629807-unmod	37	165
chr1:209629825-mod	5	41
chr1:209629825-unmod	40	155
chr1:209629837-mod	7	34
chr1:209629837-unmod	48	220
chr1:209629885-mod	1	6
chr1:209629885-unmod	52	225
chr1:209630648-mod	1	3
chr1:209630648-unmod	49	211
chr1:209632757-mod	1	7
chr1:209632757-unmod	45	199
chr1:209634586-mod	1	10
chr1:209634586-unmod	36	170
chr1:209637974-mod	6	28
chr1:209637974-unmod	32	153
chr1:209638622-mod	10	69
chr1:209638622-unmod	21	104
chr1:209649986-mod	4	30
chr1:209649986-unmod	25	122
chr1:209649998-mod	4	12
chr1:209649998-unmod	23	125
chr1:209650002-mod	4	47
chr1:209650002-unmod	27	116
chr1:209650034-mod	3	16
chr1:209650034-unmod	27	149
chr1:209650051-mod	2	9
chr1:209650051-unmod	26	141
chr1:209650938-mod	3	21
chr1:209650938-unmod	30	134
chr1:209652379-mod	5	32
chr1:209652379-unmod	21	98
chr1:209675481-mod	7	19
chr1:209675481-unmod	70	186
chr1:209675816-mod	31	62
chr1:209675816-unmod	78	184
chr1:209675856-mod	2	9
chr1:209675856-unmod	111	241
chr1:209675946-mod	24	67
chr1:209675946-unmod	77	166
chr1:209675998-mod	78	175
chr1:209675998-unmod	68	117
chr1:209676008-mod	1	17
chr1:209676008-unmod	142	257
chr1:209676037-mod	3	13
chr1:209676037-unmod	142	284
chr1:209676043-mod	31	60
chr1:209676043-unmod	107	231
chr1:209676047-mod	16	24
chr1:209676047-unmod	86	192
chr1:209676067-mod	16	42
chr1:209676067-unmod	99	214
chr1:209676095-mod	13	39
chr1:209676095-unmod	135	238
chr1:209676139-mod	16	72
chr1:209676139-unmod	4	7
chr1:209676162-mod	4	7
chr1:209676162-unmod	116	245
chr1:209676171-mod	67	146
chr1:209676171-unmod	52	91
chr1:209676175-mod	26	66
chr1:209676175-unmod	81	142
chr1:209676245-mod	6	7
chr1:209676245-unmod	96	202
chr1:209676346-mod	18	37
chr1:209676346-unmod	75	168
chr1:209676375-mod	3	8
chr1:209676375-unmod	60	169
chr1:209785739-mod	1	3
chr1:209785739-unmod	9	25
chr1:209785786-mod	2	7
chr1:209785786-unmod	20	25
chr1:209785951-mod	2	1
chr1:209785951-unmod	20	29
chr1:209785966-mod	1	1
chr1:209785966-unmod	20	27
chr1:212444383-mod	2	7
chr1:212444383-unmod	22	29
chr1:212444437-mod	2	2
chr1:212444437-unmod	22	38
chr1:212445849-mod	5	7
chr1:212445849-unmod	21	33
chr1:212445956-mod	6	10
chr1:212445956-unmod	15	21
chr1:212445971-mod	1	3
chr1:212445971-unmod	19	29
chr1:212446051-mod	3	2
chr1:212446051-unmod	24	38
chr1:212446077-mod	1	3
chr1:212446077-unmod	22	30
chr1:219968730-mod	1	1
chr1:219968730-unmod	9	17
chr1:222668498-mod	1	1
chr1:222668498-unmod	9	13
chr1:222668772-mod	5	4
chr1:222668772-unmod	5	8
chr1:223750955-mod	1	6
chr1:223750955-unmod	9	41
chr1:223752947-mod	2	16
chr1:223752947-unmod	9	46
chr1:223755479-mod	2	22
chr1:223755479-unmod	9	39
chr1:223759421-mod	3	18
chr1:223759421-unmod	17	43
chr1:223770471-mod	1	3
chr1:223770471-unmod	25	64
chr1:223774864-mod	2	7
chr1:223774864-unmod	28	71
chr1:223774908-mod	5	26
chr1:223774908-unmod	23	50
chr1:223774942-mod	3	13
chr1:223774942-unmod	18	46
chr1:223774959-mod	2	8
chr1:223774959-unmod	26	71
chr1:223775090-mod	1	9
chr1:223775090-unmod	19	53
chr1:223775237-mod	3	7
chr1:223775237-unmod	20	72
chr1:223775348-mod	1	1
chr1:223775348-unmod	36	103
chr1:223775435-mod	4	3
chr1:223775435-unmod	37	103
chr1:223775531-mod	1	5
chr1:223775531-unmod	43	101
chr1:223775561-mod	6	26
chr1:223775561-unmod	39	87
chr1:223775612-mod	6	21
chr1:223775612-unmod	34	79
chr1:223775639-mod	2	5
chr1:223775639-unmod	45	111
chr1:223775648-mod	18	46
chr1:223775648-unmod	25	61
chr1:223775688-mod	2	7
chr1:223775688-unmod	42	108
chr1:223775716-mod	5	14
chr1:223775716-unmod	37	90
chr1:224375817-mod	1	1
chr1:224375817-unmod	12	15
chr1:224375903-mod	1	2
chr1:224375903-unmod	12	13
chr1:224375909-mod	1	2
chr1:224375909-unmod	10	12
chr1:226064369-mod	1	1
chr1:226064369-unmod	34	45
chr1:226065706-mod	13	26
chr1:226065706-unmod	29	29
chr1:226065759-mod	4	15
chr1:226065759-unmod	34	36
chr1:226071387-mod	2	3
chr1:226071387-unmod	36	50
chr1:226071438-mod	2	6
chr1:226071438-unmod	38	46
chr1:226071629-mod	4	8
chr1:226071629-unmod	36	50
chr1:226071733-mod	7	7
chr1:226071733-unmod	36	45
chr1:226071792-mod	2	3
chr1:226071792-unmod	24	36
chr1:226071909-mod	2	1
chr1:226071909-unmod	26	27
chr1:228097121-mod	2	10
chr1:228097121-unmod	25	44
chr1:228097243-mod	2	7
chr1:228097243-unmod	34	60
chr1:228097371-mod	6	13
chr1:228097371-unmod	28	54
chr1:228097443-mod	8	25
chr1:228097443-unmod	28	42
chr1:228097608-mod	2	10
chr1:228097608-unmod	33	55
chr1:228097852-mod	9	14
chr1:228097852-unmod	25	52
chr1:228097921-mod	11	30
chr1:228097921-unmod	32	47
chr1:228097973-mod	13	30
chr1:228097973-unmod	25	36
chr1:228097978-mod	12	31
chr1:228097978-unmod	29	43
chr1:228098002-mod	2	7
chr1:228098002-unmod	44	68
chr1:228098408-mod	1	3
chr1:228098408-unmod	60	102
chr1:228098450-mod	5	6
chr1:228098450-unmod	55	97
chr1:228098458-mod	23	27
chr1:228098458-unmod	38	80
chr1:228098542-mod	7	10
chr1:228098542-unmod	62	107
chr1:228098987-mod	2	6
chr1:228098987-unmod	74	128
chr1:228099066-mod	29	58
chr1:228099066-unmod	54	85
chr1:228146037-mod	2	4
chr1:228146037-unmod	37	35
chr1:228146877-mod	1	5
chr1:228146877-unmod	38	38
chr1:228147437-mod	9	10
chr1:228147437-unmod	29	32
chr1:228147461-mod	3	3
chr1:228147461-unmod	16	34
chr1:228147479-mod	2	3
chr1:228147479-unmod	40	39
chr1:228148685-mod	3	6
chr1:228148685-unmod	37	34
chr1:228148736-mod	5	9
chr1:228148736-unmod	34	33
chr1:228148838-mod	3	9
chr1:228148838-unmod	32	31
chr1:228148851-mod	3	6
chr1:228148851-unmod	37	35
chr1:228148903-mod	3	5
chr1:228148903-unmod	23	23
chr1:228148914-mod	3	6
chr1:228148914-unmod	31	32
chr1:228148930-mod	6	4
chr1:228148930-unmod	28	34
chr1:228487847-mod	1	7
chr1:228487847-unmod	10	39
chr1:228494092-mod	8	12
chr1:228494092-unmod	18	37
chr1:228494100-mod	6	21
chr1:228494100-unmod	25	36
chr1:228494225-mod	10	18
chr1:228494225-unmod	19	38
chr1:228494353-mod	10	28
chr1:228494353-unmod	24	31
chr1:228494381-mod	5	8
chr1:228494381-unmod	33	54
chr1:228494807-mod	1	6
chr1:228494807-unmod	39	66
chr1:228494917-mod	3	6
chr1:228494917-unmod	29	51
chr1:235109516-mod	2	5
chr1:235109516-unmod	10	13
chr1:235109643-mod	4	8
chr1:235109643-unmod	8	9
chr1:235109656-mod	1	1
chr1:235109656-unmod	10	17
chr1:235109702-mod	2	3
chr1:235109702-unmod	10	14
chr1:235110157-mod	2	2
chr1:235110157-unmod	8	10
chr1:235110196-mod	4	3
chr1:235110196-unmod	8	8
chr1:235113790-mod	3	5
chr1:235113790-unmod	27	44
chr1:235119891-mod	2	5
chr1:235119891-unmod	24	41
chr1:235128608-mod	2	9
chr1:235128608-unmod	24	35
chr1:235128623-mod	5	9
chr1:235128623-unmod	24	38
chr1:23692630-mod	13	16
chr1:23692630-unmod	334	556
chr1:23692643-mod	83	146
chr1:23692643-unmod	282	436
chr1:23692658-mod	7	11
chr1:23692658-unmod	372	573
chr1:23692693-mod	5	9
chr1:23692693-unmod	335	544
chr1:23692697-mod	2	3
chr1:23692697-unmod	332	520
chr1:23692740-mod	3	7
chr1:23692740-unmod	390	593
chr1:23694684-mod	1	3
chr1:23694684-unmod	394	621
chr1:23694705-mod	16	40
chr1:23694705-unmod	371	551
chr1:23694727-mod	27	58
chr1:23694727-unmod	382	575
chr1:23694753-mod	22	57
chr1:23694753-unmod	359	557
chr1:23694780-mod	18	47
chr1:23694780-unmod	383	570
chr1:23695842-mod	20	40
chr1:23695842-unmod	377	572
chr1:23695862-mod	15	27
chr1:23695862-unmod	384	591
chr1:23795781-mod	2	1
chr1:23795781-unmod	19	12
chr1:23795884-mod	2	3
chr1:23795884-unmod	8	10
chr1:23795928-mod	1	4
chr1:23795928-unmod	9	7
chr1:2403131-mod	7	6
chr1:2403131-unmod	5	4
chr1:2403158-mod	2	1
chr1:2403158-unmod	9	9
chr1:24843908-mod	1	2
chr1:24843908-unmod	12	10
chr1:24844027-mod	1	1
chr1:24844027-unmod	15	11
chr1:24844204-mod	3	1
chr1:24844204-unmod	9	9
chr1:26170754-mod	9	20
chr1:26170754-unmod	4	16
chr1:26170768-mod	4	19
chr1:26170768-unmod	11	20
chr1:26280788-mod	7	12
chr1:26280788-unmod	168	220
chr1:26280831-mod	3	2
chr1:26280831-unmod	175	220
chr1:26280843-mod	9	16
chr1:26280843-unmod	163	210
chr1:26280918-mod	12	23
chr1:26280918-unmod	158	186
chr1:26281058-mod	10	25
chr1:26281058-unmod	191	233
chr1:26281086-mod	16	17
chr1:26281086-unmod	196	252
chr1:26281091-mod	6	7
chr1:26281091-unmod	211	262
chr1:26281152-mod	13	23
chr1:26281152-unmod	195	245
chr1:26281196-mod	23	29
chr1:26281196-unmod	188	242
chr1:26281204-mod	12	9
chr1:26281204-unmod	184	239
chr1:26281483-mod	7	17
chr1:26281483-unmod	200	267
chr1:26472540-mod	5	8
chr1:26472540-unmod	60	64
chr1:26473701-mod	6	5
chr1:26473701-unmod	70	85
chr1:26475167-mod	2	7
chr1:26475167-unmod	86	95
chr1:26475184-mod	34	32
chr1:26475184-unmod	48	56
chr1:26475286-mod	16	12
chr1:26475286-unmod	72	85
chr1:26475364-mod	1	1
chr1:26475364-unmod	87	95
chr1:26475390-mod	3	4
chr1:26475390-unmod	90	94
chr1:26475425-mod	13	12
chr1:26475425-unmod	77	92
chr1:26475523-mod	3	10
chr1:26475523-unmod	67	77
chr1:26475528-mod	4	8
chr1:26475528-unmod	97	104
chr1:26475544-mod	2	1
chr1:26475544-unmod	83	95
chr1:26475556-mod	1	2
chr1:26475556-unmod	90	94
chr1:26475561-mod	2	3
chr1:26475561-unmod	86	100
chr1:26475600-mod	24	34
chr1:26475600-unmod	72	80
chr1:26475775-mod	4	11
chr1:26475775-unmod	99	109
chr1:26475804-mod	3	4
chr1:26475804-unmod	96	105
chr1:26863479-mod	1	6
chr1:26863479-unmod	42	67
chr1:26863522-mod	4	6
chr1:26863522-unmod	47	59
chr1:26863588-mod	2	4
chr1:26863588-unmod	55	79
chr1:26863645-mod	3	15
chr1:26863645-unmod	45	61
chr1:26863678-mod	7	9
chr1:26863678-unmod	39	60
chr1:26863735-mod	26	43
chr1:26863735-unmod	38	49
chr1:26863797-mod	2	4
chr1:26863797-unmod	52	74
chr1:26863843-mod	10	34
chr1:26863843-unmod	57	53
chr1:26863855-mod	3	9
chr1:26863855-unmod	59	85
chr1:26863893-mod	2	2
chr1:26863893-unmod	69	102
chr1:26864015-mod	7	8
chr1:26864015-unmod	6	9
chr1:26864089-mod	50	72
chr1:26864089-unmod	21	20
chr1:26864211-mod	7	5
chr1:26864211-unmod	73	94
chr1:26864302-mod	18	44
chr1:26864302-unmod	66	72
chr1:26864307-mod	35	52
chr1:26864307-unmod	38	41
chr1:26864418-mod	11	12
chr1:26864418-unmod	68	78
chr1:26864450-mod	13	18
chr1:26864450-unmod	23	37
chr1:26941618-mod	2	2
chr1:26941618-unmod	8	12
chr1:26942732-mod	1	1
chr1:26942732-unmod	9	12
chr1:26943047-mod	2	5
chr1:26943047-unmod	9	9
chr1:26945429-mod	1	1
chr1:26945429-unmod	10	14
chr1:26945619-mod	1	3
chr1:26945619-unmod	10	12
chr1:26945659-mod	1	4
chr1:26945659-unmod	10	13
chr1:26946202-mod	3	7
chr1:26946202-unmod	8	8
chr1:27666127-mod	7	24
chr1:27666127-unmod	6	20
chr1:27666230-mod	7	19
chr1:27666230-unmod	5	36
chr1:27666319-mod	4	22
chr1:27666319-unmod	11	36
chr1:27666341-mod	2	4
chr1:27666341-unmod	11	50
chr1:27666364-mod	2	2
chr1:27666364-unmod	12	41
chr1:27668373-mod	3	3
chr1:27668373-unmod	10	40
chr1:28237851-mod	1	3
chr1:28237851-unmod	12	39
chr1:28237872-mod	1	2
chr1:28237872-unmod	11	42
chr1:28237965-mod	1	1
chr1:28237965-unmod	11	38
chr1:31424848-mod	6	8
chr1:31424848-unmod	59	78
chr1:31425859-mod	5	17
chr1:31425859-unmod	67	83
chr1:31429397-mod	11	22
chr1:31429397-unmod	60	83
chr1:31429440-mod	1	4
chr1:31429440-unmod	74	117
chr1:31432995-mod	29	44
chr1:31432995-unmod	54	91
chr1:31434097-mod	2	13
chr1:31434097-unmod	91	117
chr1:31434154-mod	6	14
chr1:31434154-unmod	71	112
chr1:31434258-mod	28	61
chr1:31434258-unmod	46	52
chr1:31434326-mod	9	29
chr1:31434326-unmod	87	108
chr1:31434536-mod	18	38
chr1:31434536-unmod	91	129
chr1:31434600-mod	11	17
chr1:31434600-unmod	93	145
chr1:31434618-mod	24	47
chr1:31434618-unmod	74	108
chr1:31434644-mod	1	12
chr1:31434644-unmod	99	144
chr1:31434658-mod	1	2
chr1:31434658-unmod	62	86
chr1:31587163-mod	7	19
chr1:31587163-unmod	6	15
chr1:31587261-mod	3	9
chr1:31587261-unmod	10	28
chr1:31587454-mod	1	4
chr1:31587454-unmod	11	33
chr1:32222601-mod	1	2
chr1:32222601-unmod	43	55
chr1:32222625-mod	4	8
chr1:32222625-unmod	39	49
chr1:32224118-mod	2	13
chr1:32224118-unmod	49	50
chr1:32224412-mod	2	2
chr1:32224412-unmod	44	65
chr1:32224442-mod	1	1
chr1:32224442-unmod	47	68
chr1:32224463-mod	11	15
chr1:32224463-unmod	36	51
chr1:32226193-mod	3	3
chr1:32226193-unmod	47	74
chr1:32226211-mod	1	3
chr1:32226211-unmod	34	53
chr1:32226224-mod	1	5
chr1:32226224-unmod	54	71
chr1:32226257-mod	4	1
chr1:32226257-unmod	35	49
chr1:32226402-mod	1	1
chr1:32226402-unmod	48	61
chr1:32226438-mod	2	2
chr1:32226438-unmod	54	76
chr1:32226466-mod	3	4
chr1:32226466-unmod	53	70
chr1:32228565-mod	2	1
chr1:32228565-unmod	51	79
chr1:32228570-mod	3	5
chr1:32228570-unmod	49	72
chr1:32228582-mod	7	6
chr1:32228582-unmod	48	78
chr1:32228595-mod	3	7
chr1:32228595-unmod	47	59
chr1:32228733-mod	8	18
chr1:32228733-unmod	45	66
chr1:32228749-mod	9	32
chr1:32228749-unmod	46	45
chr1:32228768-mod	1	1
chr1:32228768-unmod	40	63
chr1:32228811-mod	1	7
chr1:32228811-unmod	53	74
chr1:32231300-mod	2	8
chr1:32231300-unmod	44	59
chr1:32231411-mod	7	11
chr1:32231411-unmod	43	76
chr1:32231481-mod	3	10
chr1:32231481-unmod	58	87
chr1:32231556-mod	17	32
chr1:32231556-unmod	45	67
chr1:32774539-mod	4	5
chr1:32774539-unmod	7	8
chr1:32774610-mod	6	7
chr1:32774610-unmod	5	5
chr1:32774647-mod	5	8
chr1:32774647-unmod	7	14
chr1:32774701-mod	1	1
chr1:32774701-unmod	12	21
chr1:32774765-mod	1	3
chr1:32774765-unmod	11	20
chr1:32775552-mod	2	6
chr1:32775552-unmod	12	21
chr1:32775585-mod	5	11
chr1:32775585-unmod	8	23
chr1:32775695-mod	3	8
chr1:32775695-unmod	25	34
chr1:32775815-mod	2	6
chr1:32775815-unmod	13	34
chr1:32775846-mod	2	3
chr1:32775846-unmod	13	35
chr1:32775865-mod	18	24
chr1:32775865-unmod	8	2
chr1:32775886-mod	3	9
chr1:32775886-unmod	21	16
chr1:32775990-mod	2	3
chr1:32775990-unmod	21	35
chr1:32779490-mod	2	5
chr1:32779490-unmod	10	19
chr1:32779498-mod	2	2
chr1:32779498-unmod	11	23
chr1:33323673-mod	2	3
chr1:33323673-unmod	14	12
chr1:33323765-mod	3	3
chr1:33323765-unmod	10	10
chr1:33323904-mod	1	1
chr1:33323904-unmod	14	11
chr1:33323921-mod	6	6
chr1:33323921-unmod	9	8
chr1:33324255-mod	4	4
chr1:33324255-unmod	10	8
chr1:33324280-mod	2	2
chr1:33324280-unmod	11	12
chr1:33324427-mod	2	1
chr1:33324427-unmod	8	9
chr1:34784766-mod	2	1
chr1:34784766-unmod	10	24
chr1:34784910-mod	9	18
chr1:34784910-unmod	3	8
chr1:34784916-mod	3	1
chr1:34784916-unmod	9	26
chr1:34785093-mod	1	1
chr1:34785093-unmod	9	11
chr1:34785285-mod	8	19
chr1:34785285-unmod	2	1
chr1:34785423-mod	1	4
chr1:34785423-unmod	10	22
chr1:34785522-mod	1	2
chr1:34785522-unmod	10	26
chr1:34785563-mod	2	1
chr1:34785563-unmod	10	23
chr1:34785574-mod	2	2
chr1:34785574-unmod	10	8
chr1:34785728-mod	2	11
chr1:34785728-unmod	11	12
chr1:34785785-mod	6	4
chr1:34785785-unmod	7	7
chr1:34785791-mod	3	11
chr1:34785791-unmod	11	14
chr1:34785916-mod	3	14
chr1:34785916-unmod	15	20
chr1:34786121-mod	4	8
chr1:34786121-unmod	31	36
chr1:34786126-mod	1	8
chr1:34786126-unmod	17	28
chr1:34786293-mod	11	21
chr1:34786293-unmod	20	26
chr1:34786316-mod	2	3
chr1:34786316-unmod	13	29
chr1:35603153-mod	2	3
chr1:35603153-unmod	9	11
chr1:35603235-mod	2	4
chr1:35603235-unmod	18	11
chr1:35605256-mod	6	6
chr1:35605256-unmod	15	10
chr1:35609278-mod	1	1
chr1:35609278-unmod	9	12
chr1:35609391-mod	7	6
chr1:35609391-unmod	14	8
chr1:35631289-mod	1	1
chr1:35631289-unmod	9	13
chr1:37808547-mod	3	3
chr1:37808547-unmod	10	15
chr1:37809096-mod	2	8
chr1:37809096-unmod	15	29
chr1:37809127-mod	14	26
chr1:37809127-unmod	4	14
chr1:37809134-mod	6	12
chr1:37809134-unmod	12	27
chr1:39028778-mod	1	1
chr1:39028778-unmod	29	58
chr1:39028795-mod	7	23
chr1:39028795-unmod	23	43
chr1:39034496-mod	5	17
chr1:39034496-unmod	26	45
chr1:39560918-mod	3	2
chr1:39560918-unmod	37	23
chr1:39560927-mod	1	2
chr1:39560927-unmod	38	20
chr1:39561051-mod	1	3
chr1:39561051-unmod	32	12
chr1:39561072-mod	1	1
chr1:39561072-unmod	36	21
chr1:39562124-mod	1	2
chr1:39562124-unmod	28	15
chr1:39562373-mod	2	4
chr1:39562373-unmod	30	15
chr1:39563719-mod	1	2
chr1:39563719-unmod	27	15
chr1:39563856-mod	4	8
chr1:39563856-unmod	25	8
chr1:39563891-mod	2	4
chr1:39563891-unmod	23	10
chr1:39563906-mod	2	1
chr1:39563906-unmod	26	13
chr1:39564692-mod	2	1
chr1:39564692-unmod	23	13
chr1:42682456-mod	3	3
chr1:42682456-unmod	34	77
chr1:42682583-mod	1	3
chr1:42682583-unmod	54	110
chr1:42682716-mod	1	5
chr1:42682716-unmod	56	103
chr1:42683419-mod	2	7
chr1:42683419-unmod	68	126
chr1:42693494-mod	4	10
chr1:42693494-unmod	69	128
chr1:42696198-mod	6	11
chr1:42696198-unmod	60	102
chr1:42696255-mod	2	11
chr1:42696255-unmod	87	136
chr1:42696886-mod	2	1
chr1:42696886-unmod	106	175
chr1:42697186-mod	1	6
chr1:42697186-unmod	113	174
chr1:42697214-mod	1	1
chr1:42697214-unmod	129	198
chr1:42700798-mod	1	9
chr1:42700798-unmod	115	175
chr1:42700920-mod	4	4
chr1:42700920-unmod	133	205
chr1:42700946-mod	1	2
chr1:42700946-unmod	141	210
chr1:42702029-mod	23	30
chr1:42702029-unmod	134	188
chr1:42702049-mod	2	12
chr1:42702049-unmod	160	215
chr1:42702091-mod	39	63
chr1:42702091-unmod	130	164
chr1:42702255-mod	12	22
chr1:42702255-unmod	155	198
chr1:42702314-mod	2	8
chr1:42702314-unmod	141	187
chr1:42926229-mod	5	13
chr1:42926229-unmod	42	49
chr1:42926252-mod	4	5
chr1:42926252-unmod	79	94
chr1:42926320-mod	4	7
chr1:42926320-unmod	86	108
chr1:42926618-mod	32	52
chr1:42926618-unmod	45	49
chr1:42926625-mod	37	40
chr1:42926625-unmod	43	53
chr1:42926638-mod	27	29
chr1:42926638-unmod	28	46
chr1:42926653-mod	19	31
chr1:42926653-unmod	48	54
chr1:42926691-mod	10	14
chr1:42926691-unmod	68	84
chr1:42926707-mod	7	13
chr1:42926707-unmod	64	82
chr1:42926825-mod	6	8
chr1:42926825-unmod	49	59
chr1:42926847-mod	36	55
chr1:42926847-unmod	31	23
chr1:42926858-mod	1	1
chr1:42926858-unmod	66	87
chr1:42926880-mod	45	66
chr1:42926880-unmod	6	6
chr1:42926964-mod	43	44
chr1:42926964-unmod	22	36
chr1:42927087-mod	1	4
chr1:42927087-unmod	59	69
chr1:42927092-mod	7	6
chr1:42927092-unmod	63	79
chr1:42927144-mod	1	8
chr1:42927144-unmod	49	65
chr1:42927156-mod	2	7
chr1:42927156-unmod	66	72
chr1:42927645-mod	1	3
chr1:42927645-unmod	56	68
chr1:42927703-mod	8	18
chr1:42927703-unmod	52	54
chr1:42928951-mod	1	2
chr1:42928951-unmod	53	63
chr1:42929002-mod	3	4
chr1:42929002-unmod	49	51
chr1:42929740-mod	6	3
chr1:42929740-unmod	35	48
chr1:42929747-mod	1	7
chr1:42929747-unmod	46	53
chr1:42929759-mod	2	3
chr1:42929759-unmod	41	49
chr1:42929886-mod	3	8
chr1:42929886-unmod	43	48
chr1:42930000-mod	5	5
chr1:42930000-unmod	38	48
chr1:42930021-mod	2	5
chr1:42930021-unmod	41	51
chr1:42930735-mod	3	3
chr1:42930735-unmod	38	48
chr1:42930842-mod	10	10
chr1:42930842-unmod	28	45
chr1:42931181-mod	1	6
chr1:42931181-unmod	36	42
chr1:42958743-mod	1	2
