inclusion_exclusion	contains_novel_or_only_known_junctions	as_event_type	gene_name	gene_coordinates	strand	W1D2.S24_wtdmso_b1	W1D3.S32_wtdmso_b1	W2D2.S22_wtdmso_b1	W2D3.S30_wtdmso_b1	M1C2.S29_mtcsc_b1	M1C3.S37_mtcsc_b1	M2C2.S27_mtcsc_b1	lr	padj	dpsi
inclusion	K	alternative_acceptor	TASOR	chr3:56623844-56624478	-	0.97	0.97	0.97	0.97	0.856	0.856	0.856	11.08	0.0165	-11.400000000000006
inclusion	N	cassette	WASF1	chr6:110177147-110177186	-	0.047	0.047	0.047	0.047	0.257	0.257	0.257	11.07	0.0166	21.0
inclusion	K	intron_retention	PORCN	chrX:48509708-48509892	+	0.885	0.885	0.885	0.885	0.777	0.777	0.777	11.05	0.0167	-10.799999999999997
inclusion	K	alternative_donor	AL109811.3	chr1:11022251-11023192	+	0.702	0.702	0.702	0.702	0.899	0.899	0.899	11.05	0.0167	19.700000000000017
inclusion	K	cassette	KDM5A	chr12:286126-286207	-	0.188	0.188	0.188	0.188	0.077	0.077	0.077	11.03	0.0169	-11.100000000000001
inclusion	K	intron_retention	ABCF2	chr7:151208108-151214057	-	0.9	0.9	0.9	0.9	0.979	0.979	0.979	11.02	0.017	7.8999999999999915
inclusion	K	intron_retention	ZNRD1	chr6:30061399-30061514	+	0.362	0.362	0.362	0.362	0.497	0.497	0.497	10.98	0.0173	13.500000000000007
inclusion	N	cassette	ATP5PB	chr1:111454211-111454356	+	0.927	0.927	0.927	0.927	0.972	0.972	0.972	10.98	0.0173	4.5
inclusion	N	cassette	CDC16	chr13:114236645-114236699	+	0.777	0.777	0.777	0.777	0.888	0.888	0.888	10.98	0.0173	11.099999999999994
inclusion	K	cassette	AP1M2	chr19:10584970-10585044	-	0.04	0.04	0.04	0.04	0.005	0.005	0.005	10.97	0.0173	-3.5
inclusion	K	cassette	INTS13	chr12:26914408-26914578	-	0.887	0.887	0.887	0.887	0.744	0.744	0.744	10.97	0.0173	-14.299999999999997
inclusion	N	alternative_last_exon	VPS13A	chr9:77382088-77403235	+	0.681	0.681	0.681	0.681	0.334	0.334	0.334	10.97	0.0173	-34.70000000000001
inclusion	N	cassette	EHBP1L1	chr11:65583592-65583765	+	0.818	0.818	0.818	0.818	0.696	0.696	0.696	10.97	0.0173	-12.200000000000003
inclusion	N	alternative_last_exon	HMGA2	chr12:65838570-65915058,chr12:65838570-65914719	+	0.403	0.403	0.403	0.403	0.517	0.517	0.517	10.97	0.0173	11.399999999999999
inclusion	K	alternative_last_exon	ADGRG1	chr16:57628803-57641590,chr16:57628803-57641586	+	0.61	0.61	0.61	0.61	0.933	0.933	0.933	10.96	0.0174	32.30000000000001
inclusion	N	alternative_last_exon	PFKFB3	chr10:6226366-6232894	+	0.928	0.928	0.928	0.928	0.992	0.992	0.992	10.95	0.0174	6.3999999999999915
inclusion	K	cassette	NFIA	chr1:61426465-61426556	+	0.681	0.681	0.681	0.681	0.856	0.856	0.856	10.95	0.0175	17.499999999999986
inclusion	N	alternative_acceptor	nogene	chr3:122337649-122383965	+	0.278	0.278	0.278	0.278	0.02	0.02	0.02	10.94	0.0176	-25.800000000000004
inclusion	K	cassette	RAPH1	chr2:203477076-203477156	-	0.018	0.018	0.018	0.018	0.108	0.108	0.108	10.93	0.0176	9.0
inclusion	N	alternative_acceptor	CSTA	chr3:122337649-122341438	+	0.722	0.722	0.722	0.722	0.98	0.98	0.98	10.93	0.0176	25.799999999999997
inclusion	K	intron_retention	FBXW5	chr9:136941464-136941536	-	0.081	0.081	0.081	0.081	0.036	0.036	0.036	10.92	0.0176	-4.5
inclusion	K	alternative_acceptor	ETAA1	chr2:67402975-67405235	+	0.281	0.281	0.281	0.281	0.599	0.599	0.599	10.89	0.0179	31.799999999999997
inclusion	K	intron_retention	STARD4	chr5:111500107-111501001	-	0.007	0.007	0.007	0.007	0.072	0.072	0.072	10.89	0.0179	6.499999999999999
inclusion	N	cassette	FAAP20	chr1:2186004-2186249	-	0.124	0.124	0.124	0.124	0.385	0.385	0.385	10.88	0.018	26.1
inclusion	N	cassette	MORC4	chrX:106999677-106999749	-	0.777	0.777	0.777	0.777	0.982	0.982	0.982	10.87	0.018	20.5
inclusion	K	intron_retention	FBXW5	chr9:136942696-136942768	-	0.121	0.121	0.121	0.121	0.056	0.056	0.056	10.86	0.0181	-6.499999999999999
inclusion	K	alternative_first_exon	MAGOHB	chr12:10610681-10612639	-	0.153	0.153	0.153	0.153	0.033	0.033	0.033	10.86	0.0181	-11.999999999999998
inclusion	K	alternative_acceptor	CPSF4	chr7:99452441-99453965	+	0.444	0.444	0.444	0.444	0.261	0.261	0.261	10.86	0.0181	-18.299999999999997
inclusion	K	intron_retention	MAPK8IP3	chr16:1743477-1747028	+	0.227	0.227	0.227	0.227	0.502	0.502	0.502	10.85	0.0181	27.500000000000004
inclusion	K	intron_retention	RPLP0	chr12:120200832-120201082	-	0.026	0.026	0.026	0.026	0.016	0.016	0.016	10.86	0.0181	-1.0
inclusion	N	alternative_acceptor	MFSD10	chr4:2930954-2931060	-	0.966	0.966	0.966	0.966	0.996	0.996	0.996	10.85	0.0181	3.0
inclusion	N	alternative_last_exon	DLG4	chr17:7190987-7225341	.	0.292	0.292	0.292	0.292	0.685	0.685	0.685	10.86	0.0181	39.3
inclusion	N	alternative_last_exon	PRR11	chr17:59197790-59201562	+	0.319	0.319	0.319	0.319	0.47	0.47	0.47	10.85	0.0181	15.099999999999998
inclusion	N	alternative_acceptor	IGF2R	chr6:160046646-160046891	+	0.029	0.029	0.029	0.029	0.007	0.007	0.007	10.85	0.0181	-2.2
inclusion	N	alternative_acceptor	CELSR2	chr1:109273671-109274415	+	0.339	0.339	0.339	0.339	0.176	0.176	0.176	10.83	0.0183	-16.300000000000008
inclusion	N	cassette	MTMR2	chr11:95914242-95914312	-	0.48	0.48	0.48	0.48	0.765	0.765	0.765	10.81	0.0184	28.5
inclusion	N	alternative_last_exon	TGFB1	chr19:41331211-41332127	-	0.925	0.925	0.925	0.925	0.972	0.972	0.972	10.8	0.0185	4.700000000000003
inclusion	K	intron_retention	SMARCD3	chr7:151239747-151240111	-	0.111	0.111	0.111	0.111	0.033	0.033	0.033	10.79	0.0186	-7.799999999999999
inclusion	N	alternative_first_exon	ARFRP1	chr20:63706739-63706998	-	0.861	0.861	0.861	0.861	0.972	0.972	0.972	10.79	0.0186	11.100000000000009
inclusion	N	alternative_first_exon	CD44	chr11:35206244-35208104	+	0.786	0.786	0.786	0.786	0.907	0.907	0.907	10.79	0.0186	12.099999999999994
inclusion	K	cassette	LRRC27	chr10:132342213-132342271	+	0.675	0.675	0.675	0.675	0.961	0.961	0.961	10.77	0.0188	28.599999999999994
inclusion	N	alternative_first_exon	TMEM167B	chr1:109093022-109094416,chr1:109093083-109094416	+	0.931	0.931	0.931	0.931	0.994	0.994	0.994	10.77	0.0188	6.299999999999997
inclusion	K	alternative_donor	SLC39A4	chr8:144412947-144413236	-	0.955	0.955	0.955	0.955	0.712	0.712	0.712	10.76	0.0188	-24.299999999999997
inclusion	N	alternative_first_exon	RIT1	chr1:155910507-155910655	-	0.97	0.97	0.97	0.97	0.823	0.823	0.823	10.76	0.0188	-14.700000000000003
inclusion	N	intron_retention	AL354953.1	chr1:183258136-183258798	+	0.968	0.968	0.968	0.968	0.885	0.885	0.885	10.76	0.0188	-8.299999999999997
inclusion	K	alternative_acceptor	RPL22L1	chr3:170868202-170868297	-	0.391	0.391	0.391	0.391	0.645	0.645	0.645	10.75	0.0189	25.4
inclusion	K	intron_retention	ADCY3	chr2:24820115-24820723	-	0.126	0.126	0.126	0.126	0.238	0.238	0.238	10.74	0.0189	11.199999999999998
inclusion	N	cassette	NBPF9	chr1:149092755-149092785	-	0.142	0.142	0.142	0.142	0.313	0.313	0.313	10.74	0.019	17.1
inclusion	K	cassette	POMT1	chr9:131506114-131506220	+	0.954	0.954	0.954	0.954	0.759	0.759	0.759	10.72	0.0191	-19.499999999999986
inclusion	N	cassette	CSNK2A2	chr16:58184260-58184310	-	0.957	0.957	0.957	0.957	0.991	0.991	0.991	10.72	0.0191	3.3999999999999915
inclusion	N	alternative_acceptor	RARS2	chr6:87520257-87521463	-	0.607	0.607	0.607	0.607	0.793	0.793	0.793	10.71	0.0192	18.6
inclusion	K	cassette	MARVELD2	chr5:69424601-69424636	+	0.825	0.825	0.825	0.825	0.933	0.933	0.933	10.7	0.0193	10.800000000000011
inclusion	K	intron_retention	MIR205HG	chr1:209430477-209431742	+	0.085	0.085	0.085	0.085	0.177	0.177	0.177	10.69	0.0193	9.2
inclusion	N	cassette	PLAA	chr9:26917097-26917165	-	0.541	0.541	0.541	0.541	0.708	0.708	0.708	10.69	0.0193	16.699999999999996
inclusion	K	intron_retention	RPL7A	chr9:133350320-133350596	+	0.004	0.004	0.004	0.004	0.001	0.001	0.001	10.68	0.0194	-0.30000000000000004
inclusion	N	alternative_acceptor	CAMSAP3	chr19:7611587-7611686	+	0.923	0.923	0.923	0.923	0.657	0.657	0.657	10.68	0.0194	-26.60000000000001
inclusion	K	intron_retention	LINC01503	chr9:129338918-129341735	+	0.059	0.059	0.059	0.059	0.141	0.141	0.141	10.67	0.0195	8.2
inclusion	N	alternative_donor	LDOC1	chrX:141176409-141176675	-	0.883	0.883	0.883	0.883	0.72	0.72	0.72	10.67	0.0195	-16.299999999999997
inclusion	K	cassette	FXR2	chr17:7592071-7592157	-	0.038	0.038	0.038	0.038	0.098	0.098	0.098	10.66	0.0196	6.000000000000001
inclusion	K	intron_retention	ELMO3	chr16:67199594-67199683	+	0.096	0.096	0.096	0.096	0.036	0.036	0.036	10.66	0.0196	-6.0
inclusion	K	intron_retention	ARHGEF2	chr1:155961910-155962104	-	0.136	0.136	0.136	0.136	0.257	0.257	0.257	10.65	0.0197	12.099999999999998
inclusion	K	intron_retention	MYBBP1A	chr17:4538976-4539438	-	0.912	0.912	0.912	0.912	0.788	0.788	0.788	10.64	0.0197	-12.400000000000006
inclusion	N	alternative_acceptor	ATP6V1G2-DDX39B	chr6:31532912-31535366	-	0.885	0.885	0.885	0.885	0.787	0.787	0.787	10.64	0.0197	-9.799999999999997
inclusion	K	intron_retention	CLCC1	chr1:108934943-108937076	-	0.051	0.051	0.051	0.051	0.156	0.156	0.156	10.62	0.0199	10.5
inclusion	K	alternative_last_exon	RBM25	chr14:73099751-73100300	+	0.118	0.118	0.118	0.118	0.032	0.032	0.032	10.61	0.02	-8.599999999999998
inclusion	K	cassette	RER1	chr1:2399415-2399514	+	0.977	0.977	0.977	0.977	0.997	0.997	0.997	10.61	0.02	2.0
inclusion	N	alternative_acceptor	ERCC6	chr10:49532975-49538961	-	0.446	0.446	0.446	0.446	0.095	0.095	0.095	10.6	0.0201	-35.1
inclusion	N	alternative_donor	AC100861.1	chr8:23225626-23225804	+	0.845	0.845	0.845	0.845	0.483	0.483	0.483	10.6	0.0201	-36.2
inclusion	K	alternative_last_exon	UBE2Q2	chr15:75854488-75859877	+	0.956	0.956	0.956	0.956	0.742	0.742	0.742	10.59	0.0202	-21.39999999999999
inclusion	K	alternative_last_exon	UFC1	chr1:161157694-161158120	+	0.945	0.945	0.945	0.945	0.879	0.879	0.879	10.58	0.0203	-6.599999999999994
inclusion	K	intron_retention	HYI	chr1:43451848-43451934	-	0.116	0.116	0.116	0.116	0.031	0.031	0.031	10.58	0.0203	-8.500000000000002
inclusion	N	cassette	GANAB	chr11:62634310-62634375	-	0.279	0.279	0.279	0.279	0.193	0.193	0.193	10.57	0.0204	-8.600000000000001
inclusion	N	cassette	TCTN3	chr10:95687592-95687719	-	0.955	0.955	0.955	0.955	0.88	0.88	0.88	10.56	0.0204	-7.5
inclusion	K	intron_retention	LINC00623	chr1:120952786-120953219	+	0.46	0.46	0.46	0.46	0.739	0.739	0.739	10.56	0.0205	27.900000000000006
inclusion	N	cassette	MYO1B	chr2:191400749-191400835	+	0.008	0.008	0.008	0.008	0.034	0.034	0.034	10.55	0.0205	2.6000000000000005
inclusion	K	intron_retention	RPL29	chr3:51994858-51995041	-	0.551	0.551	0.551	0.551	0.309	0.309	0.309	10.55	0.0205	-24.200000000000003
inclusion	K	alternative_last_exon	WLS	chr1:68126336-68137779	-	0.898	0.898	0.898	0.898	0.96	0.96	0.96	10.54	0.0205	6.200000000000003
inclusion	K	alternative_acceptor	SLC26A6	chr3:48633126-48633250	-	0.055	0.055	0.055	0.055	0.165	0.165	0.165	10.54	0.0206	11.0
inclusion	K	alternative_donor	AC009084.1	chr16:66942786-66943298	+	0.944	0.944	0.944	0.944	0.849	0.849	0.849	10.53	0.0206	-9.5
inclusion	K	intron_retention	CDK17	chr12:96280280-96280807	-	0.284	0.284	0.284	0.284	0.536	0.536	0.536	10.53	0.0206	25.200000000000003
inclusion	N	cassette	PARD3	chr10:34284135-34284245	-	0.721	0.721	0.721	0.721	0.849	0.849	0.849	10.52	0.0207	12.799999999999997
inclusion	K	alternative_last_exon	NDE1	chr16:15696861-15699728,chr16:15696861-15699596	+	0.404	0.404	0.404	0.404	0.264	0.264	0.264	10.52	0.0207	-14.000000000000004
inclusion	K	cassette	SNX14	chr6:85538838-85538864	-	0.088	0.088	0.088	0.088	0.023	0.023	0.023	10.52	0.0207	-6.499999999999999
inclusion	K	intron_retention	MRPL43	chr10:100983818-100986748	-	0.827	0.827	0.827	0.827	0.712	0.712	0.712	10.52	0.0207	-11.499999999999986
inclusion	K	alternative_acceptor	PON2	chr7:95411780-95412311	-	0.678	0.678	0.678	0.678	0.522	0.522	0.522	10.52	0.0207	-15.600000000000009
inclusion	K	alternative_acceptor	POLR2H	chr3:184366801-184368112	+	0.046	0.046	0.046	0.046	0.013	0.013	0.013	10.51	0.0207	-3.3
inclusion	N	cassette	INTS13	chr12:26914408-26914532	-	0.788	0.788	0.788	0.788	0.569	0.569	0.569	10.51	0.0208	-21.900000000000006
inclusion	K	intron_retention	PLEKHJ1	chr19:2230613-2233997	-	0.428	0.428	0.428	0.428	0.657	0.657	0.657	10.5	0.0208	22.900000000000006
inclusion	K	intron_retention	UPP1	chr7:48089419-48090249	+	0.604	0.604	0.604	0.604	0.723	0.723	0.723	10.49	0.0208	11.899999999999999
inclusion	K	alternative_first_exon	PRMT1	chr19:49677317-49680486	+	0.692	0.692	0.692	0.692	0.783	0.783	0.783	10.49	0.0209	9.100000000000009
inclusion	K	alternative_last_exon	MAGOHB	chr12:10612979-10613438	-	0.143	0.143	0.143	0.143	0.03	0.03	0.03	10.48	0.0209	-11.299999999999999
inclusion	N	alternative_acceptor	nogene	chr19:12881814-12943077	.	0.092	0.092	0.092	0.092	0.48	0.48	0.48	10.48	0.0209	38.8
inclusion	K	cassette	HMCES	chr3:129290679-129290804	+	0.866	0.866	0.866	0.866	0.931	0.931	0.931	10.48	0.0209	6.500000000000014
inclusion	K	cassette	LONP2	chr16:48256610-48256741	+	0.954	0.954	0.954	0.954	0.847	0.847	0.847	10.48	0.0209	-10.699999999999989
inclusion	N	alternative_first_exon	SDCBP2	chr20:1320436-1329084	-	0.899	0.899	0.899	0.899	0.976	0.976	0.976	10.48	0.0209	7.699999999999989
inclusion	K	intron_retention	FLNB	chr3:58138530-58142649	+	0.039	0.039	0.039	0.039	0.008	0.008	0.008	10.47	0.021	-3.0999999999999996
inclusion	N	alternative_acceptor	ZFHX3	chr16:72790436-72793254	-	0.38	0.38	0.38	0.38	0.603	0.603	0.603	10.47	0.021	22.299999999999997
inclusion	N	cassette	INF2	chr14:104715284-104715340	+	0.893	0.893	0.893	0.893	0.967	0.967	0.967	10.47	0.021	7.400000000000006
inclusion	K	intron_retention	HYI	chr1:43451312-43451427	-	0.195	0.195	0.195	0.195	0.071	0.071	0.071	10.46	0.021	-12.4
inclusion	K	alternative_acceptor	CEP104	chr1:3837520-3838963	-	0.933	0.933	0.933	0.933	0.806	0.806	0.806	10.45	0.0211	-12.700000000000003
inclusion	K	alternative_acceptor	PIH1D1	chr19:49450940-49451484	-	0.071	0.071	0.071	0.071	0.019	0.019	0.019	10.45	0.0211	-5.199999999999999
inclusion	N	cassette	PPHLN1	chr12:42374638-42374733	+	0.066	0.066	0.066	0.066	0.015	0.015	0.015	10.44	0.0212	-5.1000000000000005
inclusion	N	alternative_first_exon	AC118549.1	chr1:77584656-77631849	-	0.848	0.848	0.848	0.848	0.967	0.967	0.967	10.43	0.0213	11.900000000000006
inclusion	N	cassette	CEP164	chr11:117363429-117363506	+	0.322	0.322	0.322	0.322	0.173	0.173	0.173	10.42	0.0214	-14.900000000000006
inclusion	K	cassette	ITGB4	chr17:75753765-75753974	+	0.015	0.015	0.015	0.015	0.032	0.032	0.032	10.41	0.0215	1.7000000000000002
inclusion	K	intron_retention	LDOC1	chrX:141176409-141176892	-	0.919	0.919	0.919	0.919	0.798	0.798	0.798	10.4	0.0216	-12.099999999999994
inclusion	N	alternative_acceptor	AC087721.2	chr15:41349242-41350987	+	0.494	0.494	0.494	0.494	0.222	0.222	0.222	10.39	0.0216	-27.2
inclusion	K	intron_retention	MED4	chr13:48053492-48077152	-	0.695	0.695	0.695	0.695	0.898	0.898	0.898	10.39	0.0217	20.299999999999997
inclusion	N	cassette	SPIDR	chr8:47396376-47396626	+	0.851	0.851	0.851	0.851	0.975	0.975	0.975	10.38	0.0217	12.400000000000006
inclusion	K	alternative_acceptor	ROBO1	chr3:78636109-78639743	-	0.773	0.773	0.773	0.773	0.588	0.588	0.588	10.38	0.0217	-18.5
inclusion	K	intron_retention	WDTC1	chr1:27303796-27305058	+	0.978	0.978	0.978	0.978	0.8	0.8	0.8	10.38	0.0217	-17.799999999999997
inclusion	K	cassette	SNAPC5	chr15:66495330-66495419	-	0.97	0.97	0.97	0.97	0.828	0.828	0.828	10.38	0.0218	-14.200000000000003
inclusion	K	intron_retention	AL096870.10	chr14:24271311-24298613	+	0.74	0.74	0.74	0.74	0.949	0.949	0.949	10.38	0.0218	20.89999999999999
inclusion	N	mutually_exclusive	ARMC10	chr7:103086765-103092476,chr7:103092654-103098298	+	0.22	0.22	0.22	0.22	0.023	0.023	0.023	10.37	0.0218	-19.7
inclusion	N	alternative_acceptor	MAN2B1	chr19:12655880-12656570	-	0.977	0.977	0.977	0.977	0.919	0.919	0.919	10.36	0.0219	-5.799999999999997
inclusion	N	alternative_donor	MFAP2	chr1:16978315-16980586	-	0.56	0.56	0.56	0.56	0.403	0.403	0.403	10.36	0.0219	-15.700000000000003
inclusion	N	cassette	PPIL3	chr2:200877497-200877604	-	0.088	0.088	0.088	0.088	0.02	0.02	0.02	10.35	0.0219	-6.799999999999999
inclusion	K	alternative_first_exon	SPECC1	chr17:20205913-20227412	+	0.834	0.834	0.834	0.834	0.911	0.911	0.911	10.35	0.022	7.700000000000017
inclusion	K	cassette	CAMK2G	chr10:73819532-73819645	-	0.296	0.296	0.296	0.296	0.158	0.158	0.158	10.35	0.022	-13.799999999999997
inclusion	N	coord_cassette	APLP2	chr11:130135563-130135715	+	0.917	0.917	0.917	0.917	0.984	0.984	0.984	10.35	0.022	6.700000000000003
inclusion	K	alternative_first_exon	C11orf80	chr11:66788270-66796280	+	0.784	0.784	0.784	0.784	0.939	0.939	0.939	10.32	0.0222	15.499999999999986
inclusion	K	intron_retention	PLCD3	chr17:45121131-45121210	-	0.078	0.078	0.078	0.078	0.013	0.013	0.013	10.33	0.0222	-6.5
inclusion	K	intron_retention	KCTD15	chr19:33811553-33811790	+	0.5	0.5	0.5	0.5	0.212	0.212	0.212	10.32	0.0223	-28.8
inclusion	N	intron_retention	FTL	chr19:48966407-48966546	+	0.778	0.778	0.778	0.778	0.965	0.965	0.965	10.31	0.0224	18.700000000000003
inclusion	N	intron_retention	RPS6KA3	chrX:20151369-20155429	-	0.847	0.847	0.847	0.847	0.974	0.974	0.974	10.3	0.0224	12.699999999999989
inclusion	K	alternative_donor	NOP56	chr20:2656215-2656400	+	0.053	0.053	0.053	0.053	0.108	0.108	0.108	10.29	0.0225	5.500000000000001
inclusion	K	alternative_acceptor	HERC1	chr15:63675118-63677844	-	0.127	0.127	0.127	0.127	0.365	0.365	0.365	10.28	0.0226	23.8
inclusion	K	alternative_first_exon	ATXN2	chr12:111509999-111510384	-	0.923	0.923	0.923	0.923	0.685	0.685	0.685	10.28	0.0226	-23.80000000000001
inclusion	K	intron_retention	EZH1	chr17:42702962-42703739	-	0.158	0.158	0.158	0.158	0.025	0.025	0.025	10.28	0.0226	-13.3
inclusion	N	intron_retention	POLR2H	chr3:184362147-184363225	+	0.849	0.849	0.849	0.849	0.597	0.597	0.597	10.28	0.0226	-25.199999999999996
inclusion	N	alternative_last_exon	nogene	chr19:49631512-49635291	.	0.746	0.746	0.746	0.746	0.576	0.576	0.576	10.28	0.0226	-17.0
inclusion	K	intron_retention	PRKCSH	chr19:11449429-11450645	+	0.12	0.12	0.12	0.12	0.228	0.228	0.228	10.27	0.0226	10.8
inclusion	N	alternative_first_exon	TMC6	chr17:78113625-78117268	-	0.912	0.912	0.912	0.912	0.977	0.977	0.977	10.27	0.0226	6.5
inclusion	N	cassette	TMEM40	chr3:12748655-12748792	-	0.655	0.655	0.655	0.655	0.554	0.554	0.554	10.26	0.0227	-10.099999999999994
inclusion	K	alternative_first_exon	PDCD5	chr19:32581701-32582194	+	0.301	0.301	0.301	0.301	0.196	0.196	0.196	10.25	0.0228	-10.499999999999996
inclusion	K	intron_retention	SOX15	chr17:7589739-7589986	-	0.996	0.996	0.996	0.996	0.955	0.955	0.955	10.24	0.0229	-4.099999999999994
inclusion	N	intron_retention	CRELD1	chr3:9943516-9943889	+	0.479	0.479	0.479	0.479	0.821	0.821	0.821	10.24	0.0229	34.199999999999996
inclusion	K	intron_retention	OGFOD2	chr12:122976971-122978441	+	0.453	0.453	0.453	0.453	0.251	0.251	0.251	10.24	0.023	-20.200000000000003
inclusion	K	cassette	WASHC3	chr12:102017720-102017805	-	0.015	0.015	0.015	0.015	0.079	0.079	0.079	10.22	0.0232	6.4
inclusion	K	intron_retention	GLYCTK	chr3:52292570-52293045	+	0.621	0.621	0.621	0.621	0.347	0.347	0.347	10.21	0.0232	-27.400000000000006
inclusion	K	alternative_last_exon	CASC4	chr15:44380977-44402886	+	0.49	0.49	0.49	0.49	0.671	0.671	0.671	10.21	0.0232	18.10000000000001
inclusion	N	alternative_donor	TMEM69	chr1:45688254-45690973	+	0.039	0.039	0.039	0.039	0.183	0.183	0.183	10.21	0.0232	14.4
inclusion	K	cassette	FANCI	chr15:89294915-89295094	+	0.96	0.96	0.96	0.96	0.794	0.794	0.794	10.2	0.0233	-16.599999999999994
inclusion	K	coord_cassette	ZNF263	chr16:3285059-3285239	+	0.918	0.918	0.918	0.918	0.638	0.638	0.638	10.2	0.0233	-27.999999999999993
inclusion	K	intron_retention	BRD1	chr22:49787495-49794033	-	0.04	0.04	0.04	0.04	0.214	0.214	0.214	10.2	0.0233	17.4
inclusion	N	alternative_donor	FBXL6	chr8:144356532-144356599	-	0.726	0.726	0.726	0.726	0.947	0.947	0.947	10.2	0.0233	22.099999999999994
inclusion	K	intron_retention	DDX39B	chr6:31532912-31535366	-	0.062	0.062	0.062	0.062	0.122	0.122	0.122	10.19	0.0234	5.999999999999999
inclusion	N	alternative_acceptor	METAP1	chr4:99041127-99043248	+	0.992	0.992	0.992	0.992	0.945	0.945	0.945	10.19	0.0234	-4.700000000000003
inclusion	K	alternative_acceptor	NECAB3	chr20:33660004-33660258	-	0.674	0.674	0.674	0.674	0.871	0.871	0.871	10.17	0.0235	19.69999999999999
inclusion	K	coord_cassette	POLR2D	chr2:127850590-127850685	-	0.852	0.852	0.852	0.852	0.965	0.965	0.965	10.17	0.0236	11.299999999999997
inclusion	K	alternative_donor	TYK2	chr19:10353099-10353527	-	0.864	0.864	0.864	0.864	0.988	0.988	0.988	10.16	0.0236	12.399999999999991
inclusion	K	alternative_last_exon	SNX5	chr20:17968454-17968699,chr20:17968458-17968699	-	0.718	0.718	0.718	0.718	0.912	0.912	0.912	10.15	0.0238	19.400000000000006
inclusion	N	cassette	NDUFA3	chr19:54106353-54106446	+	0.128	0.128	0.128	0.128	0.054	0.054	0.054	10.14	0.0238	-7.4
inclusion	N	alternative_last_exon	SCFD1	chr14:30653589-30658082	+	0.09	0.09	0.09	0.09	0.226	0.226	0.226	10.12	0.0242	13.600000000000001
inclusion	K	intron_retention	MAN1A2	chr1:117522938-117523249	+	0.854	0.854	0.854	0.854	0.985	0.985	0.985	10.1	0.0243	13.100000000000009
inclusion	N	cassette	RHBDD1	chr2:226838073-226838154	+	0.109	0.109	0.109	0.109	0.272	0.272	0.272	10.1	0.0244	16.300000000000004
inclusion	K	cassette	POLDIP3	chr22:42601970-42602056	-	0.635	0.635	0.635	0.635	0.744	0.744	0.744	10.07	0.0246	10.900000000000006
inclusion	K	intron_retention	DPF1	chr19:38216260-38216352	-	0.296	0.296	0.296	0.296	0.03	0.03	0.03	10.07	0.0246	-26.599999999999998
inclusion	N	alternative_acceptor	WRAP73	chr1:3632339-3633397	-	0.962	0.962	0.962	0.962	0.811	0.811	0.811	10.07	0.0246	-15.099999999999994
inclusion	N	alternative_first_exon	BX890604.2	chrX:3854928-3866949,chrX:3854928-3866921	-	0.928	0.928	0.928	0.928	0.738	0.738	0.738	10.06	0.0248	-19.000000000000014
inclusion	N	alternative_first_exon	PTGFRN	chr1:116974324-116984679	+	0.911	0.911	0.911	0.911	0.991	0.991	0.991	10.05	0.0249	7.999999999999986
inclusion	N	alternative_donor	ZNF783	chr7:149285956-149287564	+	0.442	0.442	0.442	0.442	0.788	0.788	0.788	10.04	0.025	34.599999999999994
inclusion	N	cassette	HTR7	chr10:90743593-90743690	-	0.062	0.062	0.062	0.062	0.227	0.227	0.227	10.04	0.025	16.5
inclusion	K	intron_retention	CHEK1	chr11:125655348-125656205	+	0.471	0.471	0.471	0.471	0.714	0.714	0.714	10.03	0.0251	24.299999999999997
inclusion	N	alternative_acceptor	SCYL1	chr11:65536751-65537036	+	0.578	0.578	0.578	0.578	0.699	0.699	0.699	10.03	0.0251	12.099999999999994
inclusion	N	alternative_acceptor	RTKN	chr2:74426575-74427168	-	0.944	0.944	0.944	0.944	0.984	0.984	0.984	10.03	0.0251	4.000000000000014
inclusion	K	cassette	ATXN2	chr12:111479070-111479102	-	0.121	0.121	0.121	0.121	0.044	0.044	0.044	10.02	0.0251	-7.7
