inclusion_exclusion	contains_novel_or_only_known_junctions	as_event_type	gene_name	gene_coordinates	strand	W1D2.S24_wtdmso_b1	W1D3.S32_wtdmso_b1	W2D2.S22_wtdmso_b1	W2D3.S30_wtdmso_b1	M1D2.S28_mtdmso_b1	M1D3.S36_mtdmso_b1	M2D2.S26_mtdmso_b1	lr	padj	dpsi
inclusion	K	alternative_last_exon	THOC3	chr5:175960133-175961050	-	0.998	0.998	0.998	0.998	0.976	0.976	0.976	10.73	0.0184	-2.200000000000003
inclusion	K	intron_retention	HYI	chr1:43453498-43453594	-	0.128	0.128	0.128	0.128	0.02	0.02	0.02	10.73	0.0184	-10.8
inclusion	N	alternative_acceptor	RALGDS	chr9:133109722-133110295	-	0.312	0.312	0.312	0.312	0.54	0.54	0.54	10.73	0.0184	22.8
inclusion	K	alternative_last_exon	ANG	chr14:20684759-20693546	+	0.667	0.667	0.667	0.667	0.784	0.784	0.784	10.72	0.0185	11.700000000000003
inclusion	N	cassette	NUTM2A-AS1	chr10:87330892-87331096	-	0.114	0.114	0.114	0.114	0.031	0.031	0.031	10.71	0.0186	-8.3
inclusion	N	alternative_acceptor	GLT8D1	chr3:52695588-52695927	-	0.987	0.987	0.987	0.987	0.908	0.908	0.908	10.7	0.0187	-7.900000000000006
inclusion	N	alternative_first_exon	COPS5	chr8:67059446-67062105,chr8:67059446-67061853	-	0.883	0.883	0.883	0.883	0.957	0.957	0.957	10.7	0.0187	7.400000000000006
inclusion	K	cassette	AGAP3	chr7:151139979-151140116	+	0.609	0.609	0.609	0.609	0.791	0.791	0.791	10.69	0.0187	18.20000000000001
inclusion	K	intron_retention	ADCK5	chr8:144391712-144391782	+	0.373	0.373	0.373	0.373	0.065	0.065	0.065	10.69	0.0187	-30.799999999999997
inclusion	K	intron_retention	SYNCRIP	chr6:85612924-85614980	-	0.107	0.107	0.107	0.107	0.039	0.039	0.039	10.69	0.0187	-6.799999999999999
inclusion	N	cassette	AIG1	chr6:143284110-143284225	+	0.828	0.828	0.828	0.828	0.917	0.917	0.917	10.69	0.0187	8.900000000000006
inclusion	K	alternative_donor	CLK3	chr15:74622217-74622493	+	0.959	0.959	0.959	0.959	0.794	0.794	0.794	10.68	0.0188	-16.499999999999986
inclusion	K	alternative_last_exon	ZNF174	chr16:3404649-3408320	+	0.987	0.987	0.987	0.987	0.877	0.877	0.877	10.67	0.0188	-11.0
inclusion	N	alternative_first_exon	C12orf10	chr12:53306061-53306197	+	0.991	0.991	0.991	0.991	0.955	0.955	0.955	10.67	0.0188	-3.5999999999999943
inclusion	K	intron_retention	GMPR2	chr14:24238406-24238588	+	0.073	0.073	0.073	0.073	0.027	0.027	0.027	10.66	0.0189	-4.6
inclusion	K	alternative_first_exon	MAGOHB	chr12:10610681-10612639	-	0.161	0.161	0.161	0.161	0.021	0.021	0.021	10.66	0.0189	-14.000000000000002
inclusion	K	intron_retention	GLIPR1	chr12:75495663-75498693	+	0.323	0.323	0.323	0.323	0.128	0.128	0.128	10.64	0.0191	-19.500000000000004
inclusion	K	intron_retention	RARG	chr12:53231236-53231390	-	0.595	0.595	0.595	0.595	0.338	0.338	0.338	10.63	0.0192	-25.699999999999996
inclusion	K	alternative_acceptor	NOP56	chr20:2657219-2657372	+	0.069	0.069	0.069	0.069	0.018	0.018	0.018	10.61	0.0193	-5.1000000000000005
inclusion	K	cassette	PPT1	chr1:40076842-40076913	-	0.966	0.966	0.966	0.966	0.997	0.997	0.997	10.61	0.0193	3.1000000000000085
inclusion	K	alternative_first_exon	ACOT7	chr1:6349867-6385493	-	0.723	0.723	0.723	0.723	0.819	0.819	0.819	10.61	0.0193	9.599999999999994
inclusion	K	intron_retention	APTX	chr9:32987732-32988082	-	0.185	0.185	0.185	0.185	0.331	0.331	0.331	10.61	0.0193	14.600000000000001
inclusion	N	cassette	PLD2	chr17:4807984-4808114	+	0.864	0.864	0.864	0.864	0.976	0.976	0.976	10.6	0.0194	11.199999999999989
inclusion	K	alternative_last_exon	PHLPP2	chr16:71650045-71652789	-	0.515	0.515	0.515	0.515	0.247	0.247	0.247	10.59	0.0195	-26.8
inclusion	K	cassette	BZW2	chr7:16685924-16686040	+	0.941	0.941	0.941	0.941	0.992	0.992	0.992	10.59	0.0195	5.1000000000000085
inclusion	K	alternative_last_exon	WLS	chr1:68126336-68137779	-	0.898	0.898	0.898	0.898	0.957	0.957	0.957	10.59	0.0195	5.900000000000006
inclusion	K	alternative_first_exon	TNIP1	chr5:151063748-151064959	-	0.878	0.878	0.878	0.878	0.937	0.937	0.937	10.59	0.0195	5.900000000000006
inclusion	K	intron_retention	EPHX1	chr1:225844624-225845145	+	0.061	0.061	0.061	0.061	0.015	0.015	0.015	10.58	0.0195	-4.6
inclusion	N	alternative_first_exon	AC118549.1	chr1:77584656-77631849	-	0.848	0.848	0.848	0.848	0.967	0.967	0.967	10.57	0.0196	11.900000000000006
inclusion	N	alternative_acceptor	TM2D2	chr8:38995406-38996212	-	0.761	0.761	0.761	0.761	0.887	0.887	0.887	10.57	0.0196	12.600000000000009
inclusion	N	alternative_donor	SEMA4F	chr2:74675385-74675524	+	0.882	0.882	0.882	0.882	0.989	0.989	0.989	10.56	0.0197	10.700000000000003
inclusion	K	alternative_last_exon	KLHL5	chr4:39115331-39121009	+	0.939	0.939	0.939	0.939	0.851	0.851	0.851	10.56	0.0197	-8.799999999999997
inclusion	K	intron_retention	WDTC1	chr1:27303796-27305058	+	0.978	0.978	0.978	0.978	0.806	0.806	0.806	10.56	0.0197	-17.19999999999999
inclusion	N	alternative_last_exon	TNC	chr9:115064920-115073602	-	0.684	0.684	0.684	0.684	0.868	0.868	0.868	10.54	0.0198	18.39999999999999
inclusion	K	intron_retention	RGMB	chr5:98770674-98773952	+	0.705	0.705	0.705	0.705	0.971	0.971	0.971	10.54	0.0198	26.599999999999994
inclusion	K	intron_retention	EIF5	chr14:103334261-103334388	+	0.165	0.165	0.165	0.165	0.015	0.015	0.015	10.53	0.0199	-15.0
inclusion	K	intron_retention	SUN1	chr7:849604-849922	+	0.053	0.053	0.053	0.053	0.008	0.008	0.008	10.53	0.0199	-4.5
inclusion	N	cassette	ARHGAP17	chr16:25013863-25013956	-	0.021	0.021	0.021	0.021	0.113	0.113	0.113	10.51	0.0201	9.200000000000001
inclusion	K	intron_retention	SULF2	chr20:47656444-47657251	-	0.956	0.956	0.956	0.956	0.794	0.794	0.794	10.51	0.0201	-16.19999999999999
inclusion	N	cassette	MRPL33	chr2:27774424-27774530	+	0.643	0.643	0.643	0.643	0.512	0.512	0.512	10.5	0.0202	-13.099999999999994
inclusion	K	cassette	GEMIN8	chrX:14026052-14026221	-	0.518	0.518	0.518	0.518	0.735	0.735	0.735	10.5	0.0202	21.699999999999996
inclusion	K	intron_retention	SMYD5	chr2:73218970-73220050	+	0.089	0.089	0.089	0.089	0.023	0.023	0.023	10.5	0.0202	-6.6000000000000005
inclusion	N	cassette	COX7B	chrX:77901744-77901867	+	0.059	0.059	0.059	0.059	0.019	0.019	0.019	10.49	0.0202	-3.9999999999999996
inclusion	N	intron_retention	SEMA4F	chr2:74675260-74675524	+	0.744	0.744	0.744	0.744	0.974	0.974	0.974	10.49	0.0202	22.999999999999986
inclusion	N	alternative_last_exon	IL32	chr16:3065495-3065783,chr16:3065495-3065780	+	0.851	0.851	0.851	0.851	0.945	0.945	0.945	10.49	0.0202	9.400000000000006
inclusion	N	intron_retention	KHDC4	chr1:155913446-155914216	-	0.931	0.931	0.931	0.931	0.778	0.778	0.778	10.48	0.0202	-15.300000000000011
inclusion	K	intron_retention	CTNND1	chr11:57762047-57795576	+	0.366	0.366	0.366	0.366	0.528	0.528	0.528	10.48	0.0203	16.200000000000003
inclusion	K	cassette	CYP20A1	chr2:203272670-203272748	+	0.729	0.729	0.729	0.729	0.969	0.969	0.969	10.47	0.0203	24.0
inclusion	N	cassette	CSNK1A1	chr5:149517794-149517877	-	0.126	0.126	0.126	0.126	0.065	0.065	0.065	10.47	0.0203	-6.1
inclusion	N	intron_retention	VPS9D1	chr16:89716820-89719026	-	0.685	0.685	0.685	0.685	0.345	0.345	0.345	10.47	0.0203	-34.0
inclusion	K	cassette	IL17RA	chr22:17105853-17105954	+	0.969	0.969	0.969	0.969	0.859	0.859	0.859	10.46	0.0204	-10.999999999999986
inclusion	K	mutually_exclusive	PLD3	chr19:40348725-40365552,chr19:40365586-40366418	+	0.914	0.914	0.914	0.914	0.586	0.586	0.586	10.46	0.0205	-32.80000000000001
inclusion	N	alternative_donor	TRIM7	chr5:181195678-181198182	-	0.891	0.891	0.891	0.891	0.963	0.963	0.963	10.45	0.0205	7.200000000000003
inclusion	N	cassette	KMT5C	chr19:55343978-55343997	+	0.903	0.903	0.903	0.903	0.701	0.701	0.701	10.45	0.0205	-20.200000000000003
inclusion	K	alternative_first_exon	ERBIN	chr5:66075231-66076315	+	0.823	0.823	0.823	0.823	0.629	0.629	0.629	10.44	0.0206	-19.4
inclusion	K	intron_retention	DPP7	chr9:137112231-137112744	-	0.056	0.056	0.056	0.056	0.014	0.014	0.014	10.44	0.0206	-4.2
inclusion	K	cassette	LAS1L	chrX:65533610-65533735	-	0.74	0.74	0.74	0.74	0.594	0.594	0.594	10.43	0.0206	-14.600000000000001
inclusion	N	alternative_last_exon	SYS1-DBNDD2	chr20:45365687-45408459	+	0.044	0.044	0.044	0.044	0.006	0.006	0.006	10.42	0.0207	-3.7999999999999994
inclusion	N	alternative_last_exon	SYS1	chr20:45365687-45366874	+	0.956	0.956	0.956	0.956	0.994	0.994	0.994	10.42	0.0207	3.8000000000000114
inclusion	K	cassette	EEF2KMT	chr16:5091794-5091895	-	0.645	0.645	0.645	0.645	0.854	0.854	0.854	10.4	0.0209	20.89999999999999
inclusion	K	intron_retention	UBR4	chr1:19104667-19105047	-	0.045	0.045	0.045	0.045	0.004	0.004	0.004	10.41	0.0209	-4.1
inclusion	N	cassette	CDC16	chr13:114265150-114265240	+	0.954	0.954	0.954	0.954	0.996	0.996	0.996	10.39	0.021	4.200000000000003
inclusion	N	cassette	MEGF8	chr19:42358787-42358954	+	0.211	0.211	0.211	0.211	0.051	0.051	0.051	10.38	0.0211	-15.999999999999998
inclusion	K	alternative_last_exon	PRDM2	chr1:13782832-13786514	+	0.962	0.962	0.962	0.962	0.784	0.784	0.784	10.37	0.0211	-17.799999999999997
inclusion	K	alternative_acceptor	HECTD1	chr14:31129449-31133237	-	0.733	0.733	0.733	0.733	0.522	0.522	0.522	10.36	0.0213	-21.099999999999994
inclusion	N	alternative_first_exon	GINS1	chr20:25418196-25425210	+	0.786	0.786	0.786	0.786	0.981	0.981	0.981	10.35	0.0213	19.499999999999986
inclusion	N	cassette	NAPA	chr19:47503423-47503502	-	0.93	0.93	0.93	0.93	0.985	0.985	0.985	10.36	0.0213	5.5
inclusion	N	cassette	FUZ	chr19:49812615-49812736	-	0.732	0.732	0.732	0.732	0.538	0.538	0.538	10.35	0.0214	-19.4
inclusion	K	alternative_last_exon	PPHLN1	chr12:42441430-42442640	+	0.007	0.007	0.007	0.007	0.03	0.03	0.03	10.34	0.0215	2.3
inclusion	N	alternative_acceptor	SQSTM1	chr5:179833669-179836435	+	0.72	0.72	0.72	0.72	0.937	0.937	0.937	10.33	0.0215	21.700000000000003
inclusion	K	intron_retention	SOD2	chr6:159679299-159682473	-	0.647	0.647	0.647	0.647	0.796	0.796	0.796	10.32	0.0216	14.900000000000006
inclusion	N	cassette	PDCD4	chr10:110876670-110876753	+	0.045	0.045	0.045	0.045	0.008	0.008	0.008	10.32	0.0217	-3.7
inclusion	K	alternative_first_exon	LRRFIP1	chr2:237769819-237769942	+	0.243	0.243	0.243	0.243	0.57	0.57	0.57	10.29	0.0219	32.69999999999999
inclusion	K	intron_retention	FAHD2A	chr2:95402873-95405552	+	0.265	0.265	0.265	0.265	0.136	0.136	0.136	10.29	0.0219	-12.899999999999999
inclusion	N	alternative_first_exon	AKT1	chr14:104792723-104795483	-	0.208	0.208	0.208	0.208	0.413	0.413	0.413	10.29	0.0219	20.499999999999996
inclusion	N	intron_retention	SSH3	chr11:67306963-67307370	+	0.346	0.346	0.346	0.346	0.136	0.136	0.136	10.29	0.0219	-20.999999999999993
inclusion	K	alternative_first_exon	MST1R	chr3:49895881-49895960	-	0.596	0.596	0.596	0.596	0.372	0.372	0.372	10.29	0.0219	-22.39999999999999
inclusion	N	alternative_acceptor	RGS12	chr4:3420719-3421909	+	0.051	0.051	0.051	0.051	0.006	0.006	0.006	10.28	0.0219	-4.5
inclusion	N	alternative_last_exon	RHOT2	chr16:670558-670695,chr16:670558-670674	+	0.822	0.822	0.822	0.822	0.918	0.918	0.918	10.28	0.022	9.600000000000009
inclusion	N	intron_retention	AL162231.2	chr9:34681218-34682179	+	0.821	0.821	0.821	0.821	0.97	0.97	0.97	10.27	0.022	14.900000000000006
inclusion	N	alternative_acceptor	IFFO1	chr12:6541854-6548064	-	0.041	0.041	0.041	0.041	0.007	0.007	0.007	10.27	0.0221	-3.4000000000000004
inclusion	N	alternative_first_exon	FBLIM1	chr1:15777288-15784547	+	0.94	0.94	0.94	0.94	0.991	0.991	0.991	10.27	0.0221	5.099999999999994
inclusion	K	alternative_first_exon	CASC4	chr15:44403055-44413335	+	0.572	0.572	0.572	0.572	0.78	0.78	0.78	10.26	0.0221	20.800000000000004
inclusion	K	alternative_first_exon	PDCD5	chr19:32581701-32582194	+	0.301	0.301	0.301	0.301	0.194	0.194	0.194	10.26	0.0221	-10.699999999999996
inclusion	N	cassette	FIS1	chr7:101244007-101244139	-	0.918	0.918	0.918	0.918	0.969	0.969	0.969	10.26	0.0221	5.099999999999994
inclusion	N	cassette	MTCH2	chr11:47625674-47625741	-	0.899	0.899	0.899	0.899	0.953	0.953	0.953	10.26	0.0221	5.3999999999999915
inclusion	K	cassette	ZNHIT1	chr7:101218319-101218485	+	0.059	0.059	0.059	0.059	0.02	0.02	0.02	10.26	0.0221	-3.8999999999999995
inclusion	N	alternative_last_exon	SAP30BP	chr17:75671864-75690670	+	0.03	0.03	0.03	0.03	0.003	0.003	0.003	10.26	0.0221	-2.7
inclusion	N	cassette	CFAP410	chr21:44335758-44335804	-	0.77	0.77	0.77	0.77	0.393	0.393	0.393	10.25	0.0222	-37.699999999999996
inclusion	N	cassette	MISP	chr19:761625-761663	+	0.915	0.915	0.915	0.915	0.831	0.831	0.831	10.24	0.0222	-8.400000000000006
inclusion	K	alternative_last_exon	SEPTIN8	chr5:132758557-132760801,chr5:132758825-132760801	-	0.862	0.862	0.862	0.862	0.929	0.929	0.929	10.23	0.0224	6.700000000000003
inclusion	K	alternative_last_exon	ZNF691	chr1:42849414-42849564	+	0.045	0.045	0.045	0.045	0.218	0.218	0.218	10.23	0.0224	17.3
inclusion	K	alternative_last_exon	SLAIN2	chr4:48383785-48394575	+	0.647	0.647	0.647	0.647	0.799	0.799	0.799	10.22	0.0224	15.200000000000003
inclusion	N	alternative_donor	NUDT18	chr8:22107896-22108066	-	0.131	0.131	0.131	0.131	0.02	0.02	0.02	10.22	0.0224	-11.100000000000001
inclusion	K	cassette	ROBO1	chr3:78647629-78647655	-	0.315	0.315	0.315	0.315	0.533	0.533	0.533	10.2	0.0227	21.800000000000004
inclusion	N	alternative_acceptor	SEC14L1	chr17:77214020-77214378	+	0.962	0.962	0.962	0.962	0.86	0.86	0.86	10.2	0.0227	-10.200000000000003
inclusion	N	alternative_last_exon	MICAL2	chr11:12259898-12275985,chr11:12259898-12275982	+	0.311	0.311	0.311	0.311	0.547	0.547	0.547	10.19	0.0227	23.6
inclusion	K	alternative_last_exon	SRPX	chrX:38154584-38156895	-	0.941	0.941	0.941	0.941	0.995	0.995	0.995	10.19	0.0227	5.400000000000006
inclusion	K	intron_retention	RBM3	chrX:48575668-48576313	+	0.027	0.027	0.027	0.027	0.003	0.003	0.003	10.18	0.0227	-2.4000000000000004
inclusion	K	alternative_first_exon	PLEK2	chr14:67390747-67392661	-	0.471	0.471	0.471	0.471	0.782	0.782	0.782	10.18	0.0228	31.10000000000001
inclusion	K	intron_retention	FAM122B	chrX:134771355-134772142	-	0.765	0.765	0.765	0.765	0.979	0.979	0.979	10.18	0.0228	21.39999999999999
inclusion	N	alternative_last_exon	CHEK1	chr11:125635534-125637448	+	0.918	0.918	0.918	0.918	0.704	0.704	0.704	10.16	0.023	-21.400000000000006
inclusion	N	cassette	EBPL	chr13:49669777-49669846	-	0.585	0.585	0.585	0.585	0.457	0.457	0.457	10.16	0.023	-12.799999999999997
inclusion	K	cassette	PSMD13	chr11:238998-239076	+	0.977	0.977	0.977	0.977	0.998	0.998	0.998	10.15	0.0231	2.0999999999999943
inclusion	K	cassette	ASAP2	chr2:9391062-9391196	+	0.329	0.329	0.329	0.329	0.173	0.173	0.173	10.14	0.0231	-15.600000000000001
inclusion	K	alternative_acceptor	SERF2	chr15:43793084-43793709	+	0.968	0.968	0.968	0.968	0.988	0.988	0.988	10.14	0.0232	2.0
inclusion	K	alternative_acceptor	AC244153.1	chr17:38451828-38452317	-	0.961	0.961	0.961	0.961	0.822	0.822	0.822	10.14	0.0232	-13.900000000000006
inclusion	K	intron_retention	CCDC97	chr19:41320471-41322594	+	0.04	0.04	0.04	0.04	0.003	0.003	0.003	10.12	0.0233	-3.7
inclusion	N	alternative_acceptor	DCAF4	chr14:72956501-72958611	+	0.969	0.969	0.969	0.969	0.83	0.83	0.83	10.12	0.0233	-13.899999999999991
inclusion	K	cassette	RAC1	chr7:6398662-6398718	+	0.051	0.051	0.051	0.051	0.019	0.019	0.019	10.11	0.0235	-3.1999999999999997
inclusion	N	alternative_acceptor	PRNP	chr20:4686513-4699210	+	0.779	0.779	0.779	0.779	0.962	0.962	0.962	10.1	0.0236	18.299999999999997
inclusion	N	alternative_last_exon	ZNF79	chr9:127413973-127447679,chr9:127413973-127447676,chr9:127413973-127447673	.	0.441	0.441	0.441	0.441	0.069	0.069	0.069	10.09	0.0237	-37.2
inclusion	K	cassette	INTS13	chr12:26914408-26914578	-	0.88	0.88	0.88	0.88	0.678	0.678	0.678	10.08	0.0237	-20.19999999999999
inclusion	N	alternative_first_exon	CYREN	chr7:135169061-135170651,chr7:135169061-135170398,chr7:135169061-135170275	-	0.884	0.884	0.884	0.884	0.766	0.766	0.766	10.08	0.0237	-11.800000000000011
inclusion	N	alternative_donor	DHX32	chr10:125881072-125885364	-	0.101	0.101	0.101	0.101	0.348	0.348	0.348	10.08	0.0237	24.699999999999996
inclusion	K	cassette	PPP3CA	chr4:101063232-101063357	-	0.99	0.99	0.99	0.99	0.94	0.94	0.94	10.08	0.0238	-5.0
inclusion	K	alternative_donor	TMCO6	chr5:140639613-140639738	+	0.4	0.4	0.4	0.4	0.612	0.612	0.612	10.08	0.0238	21.199999999999996
inclusion	K	intron_retention	KXD1	chr19:18560551-18562035	+	0.157	0.157	0.157	0.157	0.041	0.041	0.041	10.07	0.0238	-11.599999999999998
inclusion	K	alternative_last_exon	NAB2	chr12:57093196-57093406	+	0.868	0.868	0.868	0.868	0.95	0.95	0.95	10.05	0.024	8.200000000000003
inclusion	K	cassette	FBXO25	chr8:432886-432935	+	0.896	0.896	0.896	0.896	0.765	0.765	0.765	10.05	0.024	-13.100000000000009
inclusion	N	intron_retention	ARL4C	chr2:234495396-234495554	-	0.898	0.898	0.898	0.898	0.99	0.99	0.99	10.05	0.024	9.200000000000003
inclusion	K	alternative_donor	THBS3	chr1:155202961-155203085	-	0.681	0.681	0.681	0.681	0.965	0.965	0.965	10.04	0.0241	28.39999999999999
inclusion	K	alternative_first_exon	SERPINA1	chr14:94383242-94388559	-	0.938	0.938	0.938	0.938	0.858	0.858	0.858	10.04	0.0242	-8.0
inclusion	K	alternative_acceptor	ZFP90	chr16:68558125-68558374	+	0.125	0.125	0.125	0.125	0.019	0.019	0.019	10.03	0.0242	-10.6
inclusion	K	intron_retention	AL162258.2	chr1:153634111-153634242	-	0.888	0.888	0.888	0.888	0.969	0.969	0.969	10.02	0.0243	8.099999999999994
inclusion	N	cassette	DIAPH1	chr5:141571428-141571436	-	0.932	0.932	0.932	0.932	0.721	0.721	0.721	10.02	0.0243	-21.10000000000001
inclusion	N	cassette	NAP1L4	chr11:2949227-2949264	-	0.26	0.26	0.26	0.26	0.161	0.161	0.161	10.02	0.0243	-9.899999999999999
inclusion	K	intron_retention	PNKP	chr19:49873303-49877236	-	0.635	0.635	0.635	0.635	0.475	0.475	0.475	10	0.0245	-16.0
inclusion	K	intron_retention	P3H4	chr17:41808005-41809705	-	0.031	0.031	0.031	0.031	0.003	0.003	0.003	10	0.0245	-2.8000000000000003
inclusion	N	alternative_acceptor	ADARB1	chr21:45222108-45222760	+	0.883	0.883	0.883	0.883	0.586	0.586	0.586	10	0.0245	-29.700000000000003
inclusion	K	intron_retention	RHOT2	chr16:671001-671082	+	0.267	0.267	0.267	0.267	0.129	0.129	0.129	9.99	0.0246	-13.800000000000002
inclusion	K	intron_retention	SLC16A5	chr17:75088045-75089150	+	0.718	0.718	0.718	0.718	0.386	0.386	0.386	9.99	0.0246	-33.199999999999996
inclusion	N	cassette	MFSD10	chr4:2932351-2932409	-	0.904	0.904	0.904	0.904	0.819	0.819	0.819	9.99	0.0246	-8.500000000000014
inclusion	K	cassette	TUBGCP4	chr15:43399112-43399174	+	0.057	0.057	0.057	0.057	0.005	0.005	0.005	9.97	0.0247	-5.2
inclusion	K	intron_retention	TGOLN2	chr2:85326805-85326978	-	0.747	0.747	0.747	0.747	0.871	0.871	0.871	9.97	0.0247	12.399999999999991
inclusion	N	intron_retention	IRF9	chr14:24162325-24163070	+	0.906	0.906	0.906	0.906	0.694	0.694	0.694	9.97	0.0247	-21.200000000000017
inclusion	K	alternative_first_exon	RTN2	chr19:45489554-45493159	-	0.26	0.26	0.26	0.26	0.437	0.437	0.437	9.97	0.0248	17.700000000000003
inclusion	K	intron_retention	AC245041.2	chr10:47985988-47991679	-	0.904	0.904	0.904	0.904	0.706	0.706	0.706	9.96	0.0248	-19.80000000000001
inclusion	K	alternative_last_exon	SMAD4	chr18:51076777-51078255	+	0.909	0.909	0.909	0.909	0.991	0.991	0.991	9.96	0.0248	8.199999999999989
inclusion	K	intron_retention	TBCE	chr1:235442912-235448348	+	0.156	0.156	0.156	0.156	0.045	0.045	0.045	9.96	0.0249	-11.1
inclusion	N	alternative_last_exon	BCL2L2-PABPN1	chr14:23308200-23319734	+	0.354	0.354	0.354	0.354	0.132	0.132	0.132	9.95	0.025	-22.199999999999996
inclusion	K	alternative_acceptor	PLPPR2	chr19:11356977-11357618	+	0.132	0.132	0.132	0.132	0.009	0.009	0.009	9.95	0.025	-12.3
inclusion	N	alternative_acceptor	MAP4	chr3:47852939-47853162	-	0.332	0.332	0.332	0.332	0.233	0.233	0.233	9.94	0.025	-9.900000000000002
inclusion	K	cassette	TERF1	chr8:73030336-73030395	+	0.393	0.393	0.393	0.393	0.647	0.647	0.647	9.93	0.0251	25.4
inclusion	K	cassette	SETD5	chr3:9436850-9436888	+	0.183	0.183	0.183	0.183	0.08	0.08	0.08	9.93	0.0252	-10.3
inclusion	K	cassette	INSIG1	chr7:155303825-155303895	+	0.113	0.113	0.113	0.113	0.225	0.225	0.225	9.91	0.0253	11.2
inclusion	K	cassette	NRM	chr6:30689276-30689452	-	0.612	0.612	0.612	0.612	0.842	0.842	0.842	9.91	0.0253	23.000000000000007
inclusion	N	cassette	EAF1	chr3:15432087-15432223	+	0.913	0.913	0.913	0.913	0.767	0.767	0.767	9.91	0.0254	-14.599999999999994
inclusion	K	cassette	KLHDC10	chr7:130096921-130097007	+	0.308	0.308	0.308	0.308	0.702	0.702	0.702	9.9	0.0255	39.39999999999999
inclusion	K	cassette	NMRAL1	chr16:4471314-4471449	-	0.113	0.113	0.113	0.113	0.038	0.038	0.038	9.89	0.0256	-7.500000000000001
inclusion	K	alternative_last_exon	PITPNM1	chr11:67504222-67505187	-	0.941	0.941	0.941	0.941	0.995	0.995	0.995	9.88	0.0256	5.400000000000006
inclusion	N	intron_retention	IER5	chr1:181088746-181089292	+	0.996	0.996	0.996	0.996	0.954	0.954	0.954	9.87	0.0258	-4.200000000000003
inclusion	N	alternative_donor	PHYKPL	chr5:178208916-178210859	-	0.385	0.385	0.385	0.385	0.26	0.26	0.26	9.87	0.0258	-12.5
inclusion	K	cassette	TFIP11	chr22:26511119-26511195	-	0.072	0.072	0.072	0.072	0.014	0.014	0.014	9.86	0.0259	-5.799999999999999
inclusion	N	cassette	JAG2	chr14:105150991-105151104	-	0.599	0.599	0.599	0.599	0.484	0.484	0.484	9.85	0.026	-11.5
inclusion	K	alternative_first_exon	TRIM33	chr1:114397861-114397939	-	0.804	0.804	0.804	0.804	0.581	0.581	0.581	9.85	0.026	-22.30000000000001
inclusion	N	alternative_acceptor	YY1AP1	chr1:155668778-155670319	-	0.679	0.679	0.679	0.679	0.491	0.491	0.491	9.84	0.0262	-18.800000000000004
inclusion	K	alternative_acceptor	PCK2	chr14:24103256-24103509	+	0.955	0.955	0.955	0.955	0.895	0.895	0.895	9.84	0.0262	-6.0
inclusion	K	intron_retention	GALE	chr1:23799437-23800386	-	0.209	0.209	0.209	0.209	0.483	0.483	0.483	9.83	0.0262	27.4
inclusion	N	alternative_acceptor	AJM1	chr9:136848284-136849110	+	0.77	0.77	0.77	0.77	0.613	0.613	0.613	9.82	0.0263	-15.700000000000003
inclusion	N	intron_retention	SEC23IP	chr10:119940793-119941111	+	0.91	0.91	0.91	0.91	0.714	0.714	0.714	9.82	0.0263	-19.60000000000001
inclusion	N	cassette	TFDP2	chr3:142054115-142054149	-	0.256	0.256	0.256	0.256	0.521	0.521	0.521	9.82	0.0263	26.5
inclusion	N	alternative_last_exon	ZMIZ1	chr10:79307572-79310923	+	0.568	0.568	0.568	0.568	0.704	0.704	0.704	9.82	0.0264	13.599999999999994
inclusion	N	alternative_acceptor	CLK3	chr15:74620226-74622493	+	0.027	0.027	0.027	0.027	0.143	0.143	0.143	9.81	0.0264	11.599999999999998
inclusion	N	cassette	STK39	chr2:168065319-168065381	-	0.579	0.579	0.579	0.579	0.452	0.452	0.452	9.81	0.0265	-12.699999999999996
inclusion	K	cassette	MAP3K7	chr6:90544552-90544632	-	0.245	0.245	0.245	0.245	0.397	0.397	0.397	9.8	0.0265	15.200000000000003
inclusion	K	cassette	CGGBP1	chr3:88057191-88057292	-	0.077	0.077	0.077	0.077	0.179	0.179	0.179	9.8	0.0265	10.2
